"Pathway","Adjusted_Pvalue","Genes"
"positive regulation of canonical NF-kappaB signal transduction",0.999999999999708,"CCDC22/CCR7/F2R/FADD/FASLG/ILK/JMJD8/LTA/RBX1/SHARPIN/TIFA/TLR3/TMEM101/TMEM9B/TRAF2/TRIM32/TRIM68/TSPAN6"
"response to chemokine",0.999999999999708,"ACKR3/CCL2/CCL22/CCL5/CCL8/CCR7/CXCR3/CXCR6/RNF113A"
"cellular response to chemokine",0.999999999999708,"ACKR3/CCL2/CCL22/CCL5/CCL8/CCR7/CXCR3/CXCR6/RNF113A"
"activation of cysteine-type endopeptidase activity involved in apoptotic process",0.999999999999708,"BAD/DNAJA3/F2R/FASLG/HSPE1/LCK"
"cellular aldehyde metabolic process",0.999999999999708,"AKR7A2/DKK3/GLO1/HAGH/IDH2/PNPO/SLC25A10"
"negative regulation of protein secretion",0.999999999999708,"CYP51A1/F2R/FKBP1B/JAGN1/PFKL/SERGEF/SIRT4"
"C21-steroid hormone metabolic process",0.999999999999708,"AKR1B1/DGKQ/DKK3/TSPO"
"regulation of megakaryocyte differentiation",0.999999999999708,"H4C3/PRMT1/PRMT6/ZNF16"
"alcohol catabolic process",0.999999999999708,"ALDH1B1/NUDT3/SNX17/SULT1C4"
"regulation of G0 to G1 transition",0.999999999999708,"ACTL6A/BCL7C/HLA-G/RRM1"
"purine ribonucleotide catabolic process",0.999999999999708,"ARL2/COL6A1/GALK1/HPRT1/JMJD8/LDHA/MLST8/NT5C/NT5E/NUDT3/PFKL"
"uronic acid metabolic process",0.999999999999708,"ABHD10/DCXR/UGT2A3"
"synaptic vesicle maturation",0.999999999999708,"ATP6V0A4/ATP6V1F/SNAPIN"
"glucuronate metabolic process",0.999999999999708,"ABHD10/DCXR/UGT2A3"
"chondroitin sulfate metabolic process",0.999999999999708,"B3GALT6/CHPF/UGDH"
"positive regulation of Rho protein signal transduction",0.999999999999708,"ARHGEF3/F2R/RTN4R"
"secondary metabolite biosynthetic process",0.999999999999708,"BDH2/GIPC1/OPN3"
"gamma-delta T cell activation",0.999999999999708,"CD3G/GPR18/JAG2"
"mitochondrial depolarization",0.999999999999708,"ATP5IF1/COL6A1/TSPO"
"protein localization to chromosome, telomeric region",0.999999999999708,"ACD/PINX1/TINF2"
"negative regulation of double-strand break repair via homologous recombination",0.999999999999708,"C1QBP/MAGEF1/SHLD1"
"negative regulation of neural precursor cell proliferation",0.999999999999708,"ILK/KIFAP3/SPINT2"
"response to oxidative stress",0.999999999999708,"ATP13A2/CHCHD4/COA8/COL6A1/COMT/CYB5B/EIF2S1/FBLN5/FKBP1B/GPX4/GPX7/GSS/GSTP1/HBA2/KEAP1/NQO1/PCNA/PDK2/PEX10/PEX12/PNPT1/PRDX2/PRDX4/PTPRN/RBX1/ROMO1/SLC4A11/SOD1/TMEM161A/TRIM32/UCN"
"purine nucleoside diphosphate metabolic process",0.999999999999708,"ARL2/BAD/COL6A1/GALK1/GUK1/JMJD8/LDHA/MLST8/NT5E/PFKL"
"purine ribonucleoside diphosphate metabolic process",0.999999999999708,"ARL2/BAD/COL6A1/GALK1/GUK1/JMJD8/LDHA/MLST8/NT5E/PFKL"
"peptidyl-lysine modification",0.999999999999708,"ANTKMT/DOHH/EEF1AKMT1/EEF1AKMT3/EEF2KMT/HMG20B/LIPT1/METTL18/NDUFAB1/NSMCE4A/P3H4/SIRT4"
"establishment of protein localization to membrane",0.999999999999708,"ARFRP1/ARL6IP1/EMC6/HRAS/MIEF2/MTCH2/MTX2/NSG1/PEX3/PREPL/ROMO1/SAMM50/SRPRB/TIMM13/TIMM22/TIMM8B/TMCO1/TMEM147/UBL4A/VPS37A/ZDHHC12/ZDHHC4"
"cellular response to leukemia inhibitory factor",0.999999999999708,"CACYBP/CHCHD4/EEF1E1/MRPL15/MSC/NR5A2/RARG/SRM/SYNGR1"
"anterograde axonal transport",0.999999999999708,"BLOC1S4/BLOC1S5/DTNBP1/SNAPIN/SOD1"
"regulation of autophagy of mitochondrion",0.999999999999708,"ATP13A2/ATP5IF1/PARL/STUB1/TSPO"
"regulation of intracellular pH",0.999999999999708,"ATP5F1B/ATP6V0A4/ATP6V0E2/ATP6V1F/CCDC115/FASLG/SNAPIN/TMEM9"
"cellular response to xenobiotic stimulus",0.999999999999708,"CBR1/CBR3/CES2/CRYZ/CYB5B/CYP2J2/GSTP1/GUK1/N6AMT1/NQO1/PCNA/SLC29A3/SULT1C4/TLR3/UMPS/VKORC1"
"NAD metabolic process",0.999999999999708,"LDHB/MDH1/MDH2/NNMT/NQO1/PFKL"
"ADP metabolic process",0.999999999999708,"ARL2/BAD/COL6A1/GALK1/JMJD8/LDHA/MLST8/NT5E/PFKL"
"regulation of hormone metabolic process",0.999999999999708,"DGKQ/DKK3/GFI1/STUB1"
"cellular response to alkaloid",0.999999999999708,"CASP7/COMT/SLC34A1/TMEM38B"
"DNA damage checkpoint signaling",0.999999999999708,"ATRIP/BABAM2/FBXO6/GNB1L/H2AX/MBTPS2/MSH2/MUS81/RPA2/TELO2/TTI2"
"ribosomal subunit export from nucleus",0.999999999999708,"RAN/RIOK2"
"establishment of T cell polarity",0.999999999999708,"CCR7/CRTAM"
"ethanol metabolic process",0.999999999999708,"ALDH1B1/SULT1C4"
"pyrimidine nucleoside monophosphate biosynthetic process",0.999999999999708,"DCK/UMPS"
"regulation of T cell chemotaxis",0.999999999999708,"CCL5/TMEM102"
"carbon dioxide transport",0.999999999999708,"HBA2/HBG1"
"oxygen transport",0.999999999999708,"HBA2/HBG1"
"ribosome localization",0.999999999999708,"RAN/RIOK2"
"ketone catabolic process",0.999999999999708,"CBR3/HAGH"
"sodium-independent organic anion transport",0.999999999999708,"MFSD10/SLCO4A1"
"epigenetic programming in the zygotic pronuclei",0.999999999999708,"METTL23/SUV39H1"
"positive thymic T cell selection",0.999999999999708,"CD3D/CD3G"
"non-lytic viral release",0.999999999999708,"CHMP4C/CHMP6"
"regulation of response to osmotic stress",0.999999999999708,"BAD/SLC25A23"
"negative regulation of axon regeneration",0.999999999999708,"FIGNL2/RTN4R"
"medium-chain fatty acid metabolic process",0.999999999999708,"ACADM/OXSM"
"convergent extension",0.999999999999708,"MESP1/MKKS"
"chaperone-mediated autophagy",0.999999999999708,"ATP13A2/STUB1"
"positive regulation of T cell apoptotic process",0.999999999999708,"CCL5/PERP"
"regulation of thymocyte apoptotic process",0.999999999999708,"EFNA1/KIFAP3"
"bundle of His cell to Purkinje myocyte communication",0.999999999999708,"DSP/RANGRF"
"regulation of steroid hormone biosynthetic process",0.999999999999708,"DGKQ/DKK3"
"positive regulation of ruffle assembly",0.999999999999708,"EPS8L2/HRAS"
"positive regulation of execution phase of apoptosis",0.999999999999708,"CXCR3/FADD"
"negative regulation of NLRP3 inflammasome complex assembly",0.999999999999708,"CPTP/ZDHHC12"
"negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway",0.999999999999708,"ACAA2/TMEM14A"
"sulfur compound metabolic process",0.999999999999708,"ACAT1/B3GALT6/B4GAT1/CHPF/DLAT/ETHE1/GCDH/GLO1/GSS/GSTP1/HAGH/MAT2B/MMUT/OXSM/PANK4/PDHB/PDK2/PHGDH/PPCS/SLC25A10/SLC27A2/SOD1/SUCLA2/SULT1C4/TECR/UGDH"
"organelle fusion",0.999999999999708,"ANKRD27/ATP13A2/CHMP4C/CHMP6/MTCH2/NME3/PARL/RCC1L/SNAP47/SNAPIN/STOML2/VAT1/YIPF5/ZNRF1"
"positive regulation of cell killing",0.999999999999708,"CADM1/CRTAM/FADD/HLA-G/KLRC2/LAG3/POMC"
"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum",0.999999999999708,"COPE/COPZ2/KDELR2/TMEM115/ZW10"
"neuromuscular junction development",0.999999999999708,"COL4A1/DNAJA3/F2R/MESD/SNTA1"
"protein modification by small protein removal",0.999999999999708,"BABAM2/COPS4/COPS7A/GPS1/JOSD2/OTUB1/PSMD14/SENP8/USP11/USP18"
"regulation of microtubule-based process",0.999999999999708,"ARL2/AURKA/CAMSAP3/CCNF/CDK2AP2/CFAP298/CHMP4C/CHMP6/DEFB1/DIXDC1/FBXW5/HAUS1/KATNB1/MAPRE2/MKKS/NME7/PPP1R35/SLAIN1/STMN1/TBCD/TUBB4A"
"catecholamine transport",0.999999999999708,"CHRNA6/COMT/DTNBP1/OXT/SDHD/SLC29A3"
"non-motile cilium assembly",0.999999999999708,"IFT52/IFT74/MKKS/MKS1/TMEM107/TMEM216"
"spliceosomal tri-snRNP complex assembly",0.999999999999708,"LSM2/PRPF31/TSSC4"
"positive regulation of blood coagulation",0.999999999999708,"F2R/PRDX2/TBXA2R"
"positive regulation of collagen biosynthetic process",0.999999999999708,"F2R/RGCC/UCN"
"positive regulation of activated T cell proliferation",0.999999999999708,"FADD/IGFBP2/TMIGD2"
"peptide biosynthetic process",0.999999999999708,"BDH2/GSS/HAGH"
"fibroblast apoptotic process",0.999999999999708,"API5/CASP7/IER3IP1"
"vesicle targeting, rough ER to cis-Golgi",0.999999999999708,"PEF1/PREB/TRAPPC6A"
"COPII vesicle coating",0.999999999999708,"PEF1/PREB/TRAPPC6A"
"positive regulation of granulocyte chemotaxis",0.999999999999708,"C1QBP/CCR7/PERP"
"positive regulation of hemostasis",0.999999999999708,"F2R/PRDX2/TBXA2R"
"positive regulation of mitotic cell cycle phase transition",0.999999999999708,"ANAPC11/CDK4/CPSF3/MBLAC1/PLRG1/RAD51B/RAD51C/RGCC/RRM1"
"response to leukemia inhibitory factor",0.999999999999708,"CACYBP/CHCHD4/EEF1E1/MRPL15/MSC/NR5A2/RARG/SRM/SYNGR1"
"regulation of sequestering of calcium ion",0.999999999999708,"CCR7/CXCR3/F2R/FASLG/FKBP1B/LCK/MTLN/PLCD1/SLC25A23/SRI/TMEM38B"
"regulation of viral process",0.999999999999708,"APOBEC3C/APOBEC3G/CCL5/HACD3/ISG15/LAMP3/NR5A2/OASL/RAD23A/TARBP2/TMEM250/TRIM32/TRIM68/TYRO3"
"organophosphate catabolic process",0.999999999999708,"ABHD6/ACAT1/ARL2/COL6A1/DCTPP1/DNPH1/DPYS/GALK1/HPRT1/JMJD8/LDHA/MLST8/NT5C/NT5E/NTHL1/NUDT3/PFKL/SUCLA2/UNG"
"proteasome-mediated ubiquitin-dependent protein catabolic process",0.999999999999708,"ANAPC10/ANAPC11/AURKA/CCNF/DMAC2/ECRG4/FBXL14/FBXL15/FBXL6/FBXO6/FBXW5/GIPC1/HSPBP1/KBTBD3/KEAP1/KLHL7/PEX10/PEX12/PSMA5/PSMA7/PSMA8/PSMD10/PSMD14/RAD23A/RBX1/RNF126/RNF34/SHARPIN/SPSB1/SPSB2/SPSB3/STUB1/TRIB3/UBE2S/ZNRF1"
"regulation of viral life cycle",0.999999999999708,"APOBEC3C/APOBEC3G/CCL5/HACD3/ISG15/LAMP3/NR5A2/OASL/RAD23A/TARBP2/TRIM68/TYRO3"
"G0 to G1 transition",0.999999999999708,"ACTL6A/BCL7C/HLA-G/RRM1"
"regulation of release of cytochrome c from mitochondria",0.999999999999708,"BAD/LMNA/PARL/PSMD10"
"release of sequestered calcium ion into cytosol by endoplasmic reticulum",0.999999999999708,"FASLG/FKBP1B/SRI/TMEM38B"
"positive regulation of response to endoplasmic reticulum stress",0.999999999999708,"STUB1/TMX1/UBQLN2/WFS1"
"response to nicotine",0.999999999999708,"BAD/CHRNA5/CHRNA6/CHRNB1/VCAM1"
"fatty acid derivative biosynthetic process",0.999999999999708,"ACAT1/GCDH/HMGCL/SLC27A2/TECR"
"regulation of pH",0.999999999999708,"ATP5F1B/ATP6V0A4/ATP6V0E2/ATP6V1F/CCDC115/FASLG/PDK2/SNAPIN/TMEM9"
"response to heat",0.999999999999708,"DAXX/DNAJA3/EIF2B2/EIF2B3/EIF2S1/HIKESHI/SOD1/STAC/STUB1"
"cilium assembly",0.999999999999708,"ATXN10/CBY1/CFAP298/DNAAF2/DNAI3/DNAI4/DTNBP1/DUSP23/DYNC2I2/DYNC2LI1/DYNLL1/HYLS1/IFT22/IFT43/IFT52/IFT74/IFT81/JHY/LRRC61/MEIG1/MKKS/MKS1/PPP1R35/TCTN3/TMEM107/TMEM216/TMEM250/TRIM32/TTLL1/WDR54"
"negative regulation of innate immune response",0.999999999999708,"DNAJA3/HLA-G/ISG15/LYAR/SMIM30/TTLL12/TYRO3/USP18"
"organelle transport along microtubule",0.999999999999708,"BLOC1S4/BLOC1S5/BORCS6/DTNBP1/KIFAP3/KIFBP/RHOT2/SNAPIN"
"regulation of leukocyte apoptotic process",0.999999999999708,"CCL5/CCR7/CD27/CD3G/EFNA1/FADD/KIFAP3/PERP"
"autophagosome assembly",0.999999999999708,"ATG101/ATG4A/ATG4C/EMC6/RAB33A/RNF5/SNX4/SNX7/TRIM32/UBQLN2"
"nucleosome assembly",0.999999999999708,"ASF1A/DAXX/DNAJC9/GRWD1/H1-10/H1-3/H1-4/H2AX/H4C3/SMYD3"
"hyperosmotic response",0.999999999999708,"AKR1B1/SLC25A23/TLR3"
"positive regulation of collagen metabolic process",0.999999999999708,"F2R/RGCC/UCN"
"C4-dicarboxylate transport",0.999999999999708,"SLC25A10/SLC25A11/SLC25A22"
"prostate gland morphogenesis",0.999999999999708,"CRIP1/NOG/RARG"
"cellular response to gamma radiation",0.999999999999708,"H2AX/HRAS/TMEM109"
"erythrose 4-phosphate/phosphoenolpyruvate family amino acid metabolic process",0.999999999999708,"GCDH/QDPR/THAP4"
"establishment of lymphocyte polarity",0.999999999999708,"CCR7/CRTAM"
"glucocorticoid biosynthetic process",0.999999999999708,"DGKQ/DKK3"
"glutathione biosynthetic process",0.999999999999708,"GSS/HAGH"
"regulation of amino acid import across plasma membrane",0.999999999999708,"ARL6IP1/SLC43A1"
"sno(s)RNA metabolic process",0.999999999999708,"EXOSC5/RNF113A"
"dorsal/ventral neural tube patterning",0.999999999999708,"GSC/TULP3"
"CD40 signaling pathway",0.999999999999708,"SHARPIN/TRAF2"
"microvillus assembly",0.999999999999708,"EZR/RAP1GAP"
"regulation of DNA-templated DNA replication initiation",0.999999999999708,"MCM3/MCM6"
"calcium import into the mitochondrion",0.999999999999708,"MCUB/SLC25A23"
"protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway",0.999999999999708,"MVB12B/VPS37A"
"regulation of secondary metabolic process",0.999999999999708,"GIPC1/OPN3"
"negative regulation of single stranded viral RNA replication via double stranded DNA intermediate",0.999999999999708,"APOBEC3C/APOBEC3G"
"regulation of melanin biosynthetic process",0.999999999999708,"GIPC1/OPN3"
"centrosome separation",0.999999999999708,"AURKA/RANBP1"
"establishment of blood-brain barrier",0.999999999999708,"LSR/RECK"
"type 2 mitophagy",0.999999999999708,"ATP5IF1/TIMM23"
"negative regulation of neuron projection regeneration",0.999999999999708,"FIGNL2/RTN4R"
"mRNA methylguanosine-cap decapping",0.999999999999708,"DCP1B/LSM1"
"regulation of secondary metabolite biosynthetic process",0.999999999999708,"GIPC1/OPN3"
"insulin metabolic process",0.999999999999708,"SLC30A5/YIPF5"
"regulation of amino acid transmembrane transport",0.999999999999708,"ARL6IP1/SLC43A1"
"regulation of miRNA processing",0.999999999999708,"BCDIN3D/TARBP2"
"insulin secretion involved in cellular response to glucose stimulus",0.999999999999708,"BAD/DYNLL1/FKBP1B/JAGN1/PTPRN/SRI"
"positive regulation of BMP signaling pathway",0.999999999999708,"FBXL15/GATA6/ILK/PELO"
"fatty-acyl-CoA metabolic process",0.999999999999708,"ACAT1/GCDH/SLC27A2/TECR"
"axonemal dynein complex assembly",0.999999999999708,"DNAAF2/DNAI3/DNAI4/LRRC61"
"release of cytochrome c from mitochondria",0.999999999999708,"BAD/IFI27L2/LMNA/PARL/PSMD10"
"axon regeneration",0.999999999999708,"FIGNL2/FKBP1B/NREP/RTN4R/TSPO"
"positive regulation of TORC1 signaling",0.999999999999708,"OTUB1/PRMT1/RBX1/RRAGA/WDR24"
"neural tube formation",0.999999999999708,"IFT52/MKS1/NOG/PRKACB/RALA/RARG/SPINT2/TULP3"
"regulation of cellular pH",0.999999999999708,"ATP5F1B/ATP6V0A4/ATP6V0E2/ATP6V1F/CCDC115/FASLG/SNAPIN/TMEM9"
"cellular response to toxic substance",0.999999999999708,"FBLN5/GPX4/GPX7/GSTP1/HBA2/HBG1/MGST3/NQO1/PRDX2/PRDX4/SOD1"
"positive regulation of protein modification by small protein conjugation or removal",0.999999999999708,"CENPS/DNAJA3/HSPBP1/PEF1/PSMD10/RBX1/STUB1/TRIB3/UBE2S/UBE2V2/WFS1"
"protein processing",0.999999999999708,"ATG4A/ATG4C/ATP23/BAD/CASP7/FADD/GAS1/IFT52/MIPEP/PARL/PCSK1N/PERP/PRKACB/SIRT4/SLC30A5/SPCS1/SPON1/STOML2/YIPF5"
"membrane lipid biosynthetic process",0.999999999999708,"B3GALT2/B3GALT4/DPM3/HACD3/KDSR/ORMDL2/PEMT/PIGP/PIGU/SCCPDH/SLC30A5/ST6GALNAC6"
"pigment metabolic process",0.999999999999708,"ATP5IF1/BDH2/GIPC1/OPN3/TMEM14A/TMEM14B/TSPO"
"transcription preinitiation complex assembly",0.999999999999708,"GTF2A2/MED16/MED19/MED20/MED27/MED7/MED8"
"regulation of animal organ morphogenesis",0.999999999999708,"HOXB7/JHY/MAGED1/MESP1/NOG/SOX8/WNT10A"
"cellular response to light stimulus",0.999999999999708,"CAMKMT/COPS9/CRIP1/EIF2S1/OPN3/PCNA/POLD1/RBX1/RUVBL2/TMEM161A"
"regulation of protein ubiquitination",0.999999999999708,"BEX2/CENPS/DAXX/DNAJA3/HSPBP1/ISG15/PEF1/PINX1/PSMD10/RBX1/STUB1/TRIB3/TSPO/UBE2S/UBE2V2/WFS1"
"positive regulation of lymphocyte mediated immunity",0.999999999999708,"CADM1/CD7/CRTAM/FADD/HLA-G/KLRC2/LAG3/LTA/MSH2/SHLD1/TRAF2"
"sequestering of calcium ion",0.999999999999708,"CCR7/CXCR3/F2R/FASLG/FKBP1B/LCK/MTLN/PLCD1/SLC25A23/SRI/TMEM38B"
"positive regulation of post-translational protein modification",0.999999999999708,"CENPS/DNAJA3/HSPBP1/PEF1/PSMD10/RBX1/STUB1/TRIB3/UBE2S/UBE2V2/WFS1"
"plasma membrane repair",0.999999999999708,"CASP7/CHMP4C/CHMP6"
"nucleotide-sugar biosynthetic process",0.999999999999708,"CMAS/GFUS/UGDH"
"retrograde protein transport, ER to cytosol",0.999999999999708,"ERLEC1/TMEM129/UBAC2"
"membrane raft organization",0.999999999999708,"COL6A1/ILK/NAXE"
"negative regulation of epidermal growth factor receptor signaling pathway",0.999999999999708,"CHMP6/RNF126/ZFYVE28"
"glucose 6-phosphate metabolic process",0.999999999999708,"MLST8/PRPS2/RBKS"
"lung cell differentiation",0.999999999999708,"COL6A1/GATA6/TMEM38B"
"lung epithelial cell differentiation",0.999999999999708,"COL6A1/GATA6/TMEM38B"
"zinc ion transmembrane transport",0.999999999999708,"SLC30A5/SLC39A13/SLC39A4"
"endoplasmic reticulum to cytosol transport",0.999999999999708,"ERLEC1/TMEM129/UBAC2"
"regulation of double-strand break repair via nonhomologous end joining",0.999999999999708,"KDM4D/NUDT16L1/SHLD1"
"regulation of natural killer cell mediated immunity",0.999999999999708,"CADM1/CRTAM/HLA-G/KLRC2/LAG3"
"regulation of gluconeogenesis",0.999999999999708,"ACADM/DGKQ/NNMT/PDK2/SDHAF3"
"hydrogen peroxide metabolic process",0.999999999999708,"HBA2/HBG1/PRDX2/PRDX4/SOD1"
"negative regulation of viral genome replication",0.999999999999708,"APOBEC3C/APOBEC3G/CCL5/ISG15/OASL"
"interstrand cross-link repair",0.999999999999708,"CENPS/FANCE/FANCF/RNF8"
"negative regulation of insulin secretion",0.999999999999708,"FKBP1B/JAGN1/PFKL/SIRT4"
"regulation of catecholamine secretion",0.999999999999708,"CHRNA6/DTNBP1/OXT/SDHD"
"protein-DNA complex organization",0.999999999999708,"ASF1A/CENPH/DAXX/DNAJC9/GRWD1/GTF2A2/H1-10/H1-3/H1-4/H2AX/H4C3/MED16/MED19/MED20/MED27/MED7/MED8/MIS18A/RAD51C/SMYD3"
"neural tube closure",0.999999999999708,"MKS1/NOG/PRKACB/RALA/RARG/SPINT2/TULP3"
"neural tube development",0.999999999999708,"CBY1/GSC/IFT52/MKS1/NOG/PHGDH/PRKACB/RALA/RARG/SPINT2/TMEM107/TULP3"
"ganglioside biosynthetic process",0.999999999999708,"B3GALT4/ST6GALNAC6"
"osteoblast development",0.999999999999708,"ACHE/MEN1"
"negative regulation of receptor internalization",0.999999999999708,"UBQLN2/WDR54"
"amino-acid betaine metabolic process",0.999999999999708,"ACADM/CPT2"
"I-kappaB phosphorylation",0.999999999999708,"PRDX4/TLR3"
"serine family amino acid biosynthetic process",0.999999999999708,"PHGDH/PSAT1"
"rRNA catabolic process",0.999999999999708,"EXOSC5/PELO"
"pre-miRNA processing",0.999999999999708,"BCDIN3D/TARBP2"
"mitotic intra-S DNA damage checkpoint signaling",0.999999999999708,"MSH2/MUS81"
"endosome to lysosome transport via multivesicular body sorting pathway",0.999999999999708,"CHMP4C/CHMP6"
"primary alcohol catabolic process",0.999999999999708,"ALDH1B1/SULT1C4"
"glial cell apoptotic process",0.999999999999708,"CCL2/TRAF2"
"negative regulation of smooth muscle cell apoptotic process",0.999999999999708,"LYPD3/STUB1"
"inner dynein arm assembly",0.999999999999708,"DNAAF2/DNAI3"
"positive regulation of vascular permeability",0.999999999999708,"TJP3/UCN"
"positive regulation of B cell differentiation",0.999999999999708,"BAD/CD27"
"fatty acid homeostasis",0.999999999999708,"GOT1/POLD1"
"regulation of regulatory ncRNA processing",0.999999999999708,"BCDIN3D/TARBP2"
"tail-anchored membrane protein insertion into ER membrane",0.999999999999708,"EMC6/UBL4A"
"epithelial cell-cell adhesion",0.999999999999708,"CAMSAP3/DSP"
"modification of postsynaptic actin cytoskeleton",0.999999999999708,"ABI3/DIXDC1"
"regulation of cAMP/PKA signal transduction",0.999999999999708,"PRKAR1B/SPATC1L"
"protein branched polyubiquitination",0.999999999999708,"ANAPC10/ANAPC11"
"mitotic DNA replication",0.999999999999708,"MCM3/MCM6"
"positive regulation of double-strand break repair via nonhomologous end joining",0.999999999999708,"KDM4D/SHLD1"
"execution phase of apoptosis",0.999999999999708,"CASP7/COL6A1/CXCR3/ENDOG/FADD/FASLG/RNF34/SHARPIN"
"fatty acid biosynthetic process",0.999999999999708,"CBR1/GPX4/GSTP1/HACD3/HSD17B8/MCAT/NDUFAB1/OXSM/PRXL2B/PTGES2/SCD5/TECR/TRIB3"
"regulation of blood coagulation",0.999999999999708,"F2R/PDGFB/PRDX2/TBXA2R/TMX1/VKORC1"
"negative regulation of hormone secretion",0.999999999999708,"FKBP1B/JAGN1/PFKL/SIRT4/TSPO/UCN"
"neural nucleus development",0.999999999999708,"ATP5PF/DYNLL1/HOXB2/LDHA/YWHAH/YWHAQ"
"axonal transport",0.999999999999708,"BLOC1S4/BLOC1S5/DTNBP1/SNAPIN/SOD1/TMEM230"
"regulation of steroid metabolic process",0.999999999999708,"ARV1/C7orf50/DGKQ/DKK3/GFI1/LDLRAP1/MBTPS2/STUB1/TSPO"
"regulation of signal transduction by p53 class mediator",0.999999999999708,"AURKA/BOP1/EEF1E1/PAK1IP1/PRMT6/PSMD10/RNF34/RPF2/TP53RK"
"regulation of centrosome cycle",0.999999999999708,"AURKA/CCNF/CHMP4C/FBXW5/PPP1R35"
"positive regulation of G1/S transition of mitotic cell cycle",0.999999999999708,"CPSF3/MBLAC1/PLRG1/RGCC/RRM1"
"axo-dendritic transport",0.999999999999708,"BLOC1S4/BLOC1S5/DTNBP1/KIFAP3/SNAPIN/SOD1/TMEM230"
"tube closure",0.999999999999708,"MKS1/NOG/PRKACB/RALA/RARG/SPINT2/TULP3"
"aspartate family amino acid metabolic process",0.999999999999708,"AASDHPPT/GOT1/GOT2/PHGDH"
"negative regulation of microtubule polymerization or depolymerization",0.999999999999708,"KATNB1/STMN1/TBCD/TUBB4A"
"positive regulation of DNA replication",0.999999999999708,"ENDOG/PCNA/UCN/WEE1"
"negative regulation of steroid biosynthetic process",0.999999999999708,"C7orf50/DKK3/GFI1"
"dopamine secretion",0.999999999999708,"CHRNA6/COMT/DTNBP1"
"regulation of mitochondrial fission",0.999999999999708,"AURKA/MIEF2/RALA"
"olefinic compound biosynthetic process",0.999999999999708,"DGKQ/DKK3/HSD17B1"
"negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage",0.999999999999708,"ACKR3/TMEM161A/TRIM32"
"negative regulation of telomere maintenance via telomere lengthening",0.999999999999708,"ACD/PINX1/TINF2"
"membrane depolarization",0.999999999999708,"ATP5IF1/CHRNA5/CHRNA6/CHRNB1/COL6A1/RANGRF/TSPO/YWHAH"
"amino acid catabolic process",0.999999999999708,"ACAT1/ALDH6A1/ECHS1/GOT1/GOT2/HIBADH/HIBCH/HMGCL/QDPR"
"secretory granule organization",0.999999999999708,"AP1M1/DTNBP1/F2R/HPS6/PTPRN/SPINK2"
"positive regulation of cell cycle phase transition",0.999999999999708,"ANAPC11/CDK4/CPSF3/MBLAC1/PLRG1/RAD51B/RAD51C/RGCC/RRM1/ZNF16"
"protein glycosylation",0.999999999999708,"ALG1/ALG3/ALG5/ALG8/B3GALT2/B3GALT4/B3GALT6/B4GAT1/DOLK/DOLPP1/DPAGT1/DPM3/MGAT2/MGAT5B/POGLUT2/RXYLT1/ST6GALNAC6"
"macromolecule glycosylation",0.999999999999708,"ALG1/ALG3/ALG5/ALG8/B3GALT2/B3GALT4/B3GALT6/B4GAT1/DOLK/DOLPP1/DPAGT1/DPM3/MGAT2/MGAT5B/POGLUT2/RXYLT1/ST6GALNAC6"
"Golgi vesicle transport",0.999999999999708,"AP1AR/ARFRP1/CCDC22/COG6/COPE/COPZ2/EXOC2/GAS1/IER3IP1/KDELR2/LMAN2L/PEF1/PREB/PREPL/RANGRF/SCAMP3/SEC22A/SURF4/TMEM115/TRAPPC6A/YIF1A/YIPF5/ZW10"
"regulation of reactive oxygen species metabolic process",0.999999999999708,"CBR1/COA8/DCXR/ELAVL1/FBLN5/GSTP1/PARL/PDGFB/PRDX2/ROMO1/SOD1/TSPO"
"microtubule-based movement",0.999999999999708,"BBS12/BLOC1S4/BLOC1S5/BORCS6/CAMSAP3/CFAP298/DEFB1/DNAAF2/DNAI3/DNAI4/DTNBP1/DYNC2I2/DYNC2LI1/DYNLL1/DYNLT3/EFCAB6/IFT22/IFT43/IFT52/IFT74/IFT81/INTS13/JHY/KATNB1/KIFAP3/KIFBP/MEIG1/MKKS/NME7/RHOT2/SNAPIN/SOD1/SSNA1/TMEM230/TTLL1"
"regulation of insulin secretion involved in cellular response to glucose stimulus",0.999999999999708,"BAD/DYNLL1/FKBP1B/JAGN1/SRI"
"hexose metabolic process",0.999999999999708,"ACADM/AKR1B1/BAD/DCXR/DGKQ/DLAT/FUOM/GALK1/GOT1/MDH2/NNMT/PDHB/PDK2/PFKL/SDHAF3/SLC25A10/SLC25A11/SLC37A4"
"ADP catabolic process",0.999999999999708,"ARL2/COL6A1/GALK1/JMJD8/LDHA/MLST8/NT5E/PFKL"
"alpha-amino acid catabolic process",0.999999999999708,"ACAT1/ALDH6A1/GOT1/GOT2/HIBADH/HIBCH/HMGCL/QDPR"
"maintenance of location in cell",0.999999999999708,"ARL2/ARL2BP/BDH2/CCR7/CXCR3/F2R/FASLG/FKBP1B/GPAA1/KDELR2/LCK/MTLN/PLCD1/SLC25A23/SRI/TMEM38B/TSPO"
"lysosome organization",0.999999999999708,"ATP6V1F/CCDC115/CHMP4C/CHMP6/HSD17B1/LAPTM4B/LYSET/SNAPIN/TMEM9"
