"Pathway","Adjusted_Pvalue","Genes"
"ubiquitin-protein transferase activity",0.466744810447503,"AMFR/ANAPC11/ASB4/BARD1/BIRC2/BRAP/BSPRY/BTRC/CBLB/CBLC/CDC23/CDC34/CNOT4/CUL2/CUL4A/DTX2/FBXL14/FBXL22/FBXL6/FBXO17/FBXO2/FBXO21/FBXO22/FBXO27/FBXO4/FBXO6/FBXO9/GID4/HACE1/HECTD2/HECTD3/HERC5/HERC6/HLTF/IRF2BP1/KLHL13/KLHL20/KLHL21/KLHL9/LNX2/LRSAM1/MAEA/MARCHF2/MARCHF3/MARCHF7/MARVELD3/MED10/MED11/MED18/MED27/MED30/MED31/MED7/MED8/MIB2/MKRN2/MUL1/NEURL3/NFX1/NOSIP/NSMCE1/OBI1/PELI3/PEX10/PEX12/PEX2/PJA1/PPP1R11/PRKN/RBCK1/RBX1/RMND5B/RNF113A/RNF123/RNF126/RNF14/RNF150/RNF166/RNF170/RNF180/RNF181/RNF182/RNF185/RNF187/RNF19A/RNF2/RNF20/RNF216/RNF227/RNF25/RNF26/RNF34/RNF4/RNF41/RNF5/RNF7/RNF8/RSPRY1/SH3RF1/SH3RF2/SHARPIN/SIAH2/STUB1/TMEM129/TNFAIP1/TRAF2/TRIM14/TRIM21/TRIM23/TRIM27/TRIM28/TRIM31/TRIM32/TRIM35/TRIM37/TRIM4/TRIM47/TRIM48/TRIM5/TRIM54/TRIM6/TRIM61/TRIM65/TRIM68/TRIM69/TRIM72/TRIML2/UBE2A/UBE2D2/UBE2E3/UBE2J2/UBE2L3/UBE2L6/UBE2N/UBE2NL/UBE2O/UBE2Q2/UBE2S/UBE2T/UBE3A/UBE3D/UBOX5/UBR7/VPS18/WDR24/WDSUB1/ZNF598/ZNRF1/ZNRF2"
"ATPase-coupled ion transmembrane transporter activity",0.466744810447503,"ATP5F1B/ATP6V0A4/ATP6V0D2/ATP6V0E1/ATP6V0E2/ATP6V1D/ATP6V1E1/ATP6V1F/ATP6V1G1/ATP6V1H/TCIRG1"
"ATPase activity, coupled to transmembrane movement of ions, rotational mechanism",0.466744810447503,"ATP5F1B/ATP6V0A4/ATP6V0D2/ATP6V0E1/ATP6V0E2/ATP6V1D/ATP6V1E1/ATP6V1F/ATP6V1G1/ATP6V1H/TCIRG1"
"proton-transporting ATPase activity, rotational mechanism",0.466744810447503,"ATP5F1B/ATP6V0A4/ATP6V0D2/ATP6V0E1/ATP6V0E2/ATP6V1D/ATP6V1E1/ATP6V1F/ATP6V1G1/ATP6V1H/TCIRG1"
"molecular sensor activity",0.466744810447503,"ARFIP2/CASTOR1/EFHD1/GCK/GCN1/ICA1/MICU2/MLH1/MSH2/MSH3/MSH6/NDUFS2/PARK7/PELO/PMS1/PMS2P3/RAD51B/RAD51C/SLC38A9/SLC39A4/SYT11/SYT15/SYT17/SYT3/SYT4/XPC/ZNF598"
"RNA endonuclease activity",0.466744810447503,"ANKZF1/CPSF3/DBR1/ELAC1/ELAC2/ENDOG/ENDOV/FEN1/INTS11/LACTB2/MBLAC1/PIWIL1/PLD6/POP1/POP4/POP5/POP7/RCL1/RIDA/RNASE4/RNASEH2A/RPP25/RPP38/RPP40/SND1/TSEN2/TSNAX/ZC3H12A"
"RNA exonuclease activity, producing 5'-phosphomonoesters",0.466744810447503,"CNOT7/CNOT8/CPSF3/DIS3L/ERI1/ERI3/EXD2/EXOSC10/EXOSC3/EXOSC5/ISG20/PARN/PNLDC1/PNPT1/POLRMT/REXO2"
"GDP binding",0.466744810447503,"ARF6/ARL2/ARL3/GEM/GNAI1/HRAS/MRAS/RAB10/RAB11B/RAB22A/RAB28/RAB29/RAB2A/RAB3B/RAB40C/RAB4A/RAB5B/RAB7A/RAB9A/RALA/RAN/RAP1BL/RERG/RHEB/RRAS/RRAS2/SRP54/TRIM23/UCP2"
"long-chain fatty acid transmembrane transporter activity",0.466744810447503,"ABCD2/ABCD3/FABP5/SLC27A1/SLC27A2/SLC27A4/SLC27A5/SLC2A1"
"histone H4 methyltransferase activity",0.466744810447503,"KMT5C/N6AMT1/PRMT1/PRMT5/PRMT6/PRMT7/SETD4/SMYD3"
"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor",0.473386983027364,"ADH5/AKR1B1/ALDH18A1/ALDH1B1/ALDH1L1/ALDH3B2/ALDH5A1/ALDH6A1/ALDH9A1/BCKDHA/BCKDHB/DLAT/DLD/PDHA1/PDHB/PDHX/RDH11"
"SUMO transferase activity",0.473386983027364,"CDKN2A/KIAA1586/MUL1/NSMCE2/PIAS1/PIAS2/PIAS3/PIAS4/TRIM27/TRIM28/UBE2I/ZBED1"
"pyrimidine nucleotide-sugar transmembrane transporter activity",0.473386983027364,"SLC35A1/SLC35A2/SLC35A4/SLC35A5/SLC35D2/TMEM241"
"oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor",0.473386983027364,"CYB5R1/CYB5R3/MTRR/NDOR1/NQO1/POR"
"racemase and epimerase activity, acting on carbohydrates and derivatives",0.473386983027364,"FUOM/GALE/GALM/GFUS/RPE/RPEL1"
"UDP-xylosyltransferase activity",0.473386983027364,"LARGE1/POGLUT1/POGLUT2/POGLUT3/RXYLT1/XYLT2"
"xylosyltransferase activity",0.473386983027364,"LARGE1/POGLUT1/POGLUT2/POGLUT3/RXYLT1/XYLT2"
"single-stranded telomeric DNA binding",0.473386983027364,"POT1/RAD50/RPA1/RPA2/TERF2/TERF2IP"
"annealing activity",0.473386983027364,"BLM/RECQL/RECQL4/SMARCA1/SMARCAL1/ZRANB3"
"adenylyltransferase activity",0.49504338904238,"COASY/FICD/FLAD1/GPHN/KARS1/MOCS3/NMNAT3/OAS1/OAS2/PAPOLG/SELENOO/TENT5B/TUT1"
"acyl-CoA binding",0.496494166703924,"ACBD4/ACOT7/ECI2/GCDH/NAA80/PANK1/PNPLA3/SCP2/SOAT1"
"sterol binding",0.506977547300726,"APOA1/APOC3/APOF/CD81/ERLIN1/GAS1/GPR183/INSIG1/INSIG2/NPC1/NR1H3/OSBP2/OSBPL5/OSBPL7/OSBPL9/RORC/SCAP/SCP2/SIDT1/SLC38A9/SOAT1/STARD3NL/TMEM199/TMEM97/TSPO/VDAC1"
"oxidoreductase activity, acting on CH-OH group of donors",0.514935521229062,"ADH5/ADHFE1/AKR1B1/AKR1D1/AKR7A2/BDH1/BDH2/CBR1/CBR3/CRYL1/CTBP1/DCXR/DHDH/DHRS11/DHRS2/DHRS4L1/DHRS7/DHRS7B/EHHADH/GFUS/GRHPR/HADH/HIBADH/HSD17B1/HSD17B10/HSD17B6/HSD17B7/HSD17B8/IDH1/IDH2/IDH3B/KDSR/LDHA/LDHB/MDH1/MDH1B/MDH2/ME1/MIOX/NSDHL/PHGDH/PRXL2B/RDH10/RDH11/RDH14/UEVLD/UGDH"
"single-stranded DNA binding",0.531213663440589,"APTX/BLM/FBH1/FUBP3/HMCES/HSF1/IGHMBP2/LONP1/MCM3/MCM5/MCM6/MLH1/MSH2/MSH3/NOL12/PCBP1/POLR2G/POLR2H/POLR3C/POT1/RAD23A/RAD50/RAD51B/RADX/RECQL/RECQL4/REXO4/RPA1/RPA2/RPA3/SETMAR/SMARCA1/SMARCAL1/SMC2/SSBP4/SWSAP1/TDP1/TERF2/TERF2IP/TSN/TSNAX/XPC/ZRANB3"
"ADP binding",0.534360548602628,"ATP5F1A/ATP5F1D/CYB5R3/GLUD2/HSPA8/LONP1/ME1/MSH2/MSH6/MYO3A/MYO6/PPP5C/RUVBL1/RUVBL2/TAP1/VCP"
"SUMO ligase activity",0.534360548602628,"KIAA1586/NSMCE2/PIAS1/PIAS2/PIAS3/PIAS4/ZBED1"
"phosphatase regulator activity",0.534360548602628,"B3GAT3/BMP2/BOD1/CALM1/CALM2/GNA12/IGFBP2/IGFBP3/MYOZ1/PABIR1/PPME1/PPP1R10/PPP1R11/PPP1R14B/PPP1R14C/PPP1R16A/PPP1R16B/PPP1R17/PPP1R2P1/PPP1R35/PPP1R36/PPP1R7/PPP2R1A/PPP2R1B/PPP2R3B/PPP2R5B/PPP2R5C/PPP2R5D/PPP4R3B/PPP4R4/PPP6R1/PPP6R2/PTN/RCAN1/RCAN2/SH3RF2/STYX/STYXL1/TIPRL"
"nucleosomal DNA binding",0.534360548602628,"ACTB/ACTL6A/H1-1/H1-10/H1-3/H1-4/H1-5/H2AZ1/HDAC1/HDAC2/HMGN1/HMGN3/HMGN4/RBBP4/SMARCA4/SMARCC2/SMARCD2"
"RNA polymerase core enzyme binding",0.534360548602628,"CCAR2/CDC73/CTR9/ELOF1/ELP4/LEO1/MAF1/PAF1/PCIF1/POLR2M/RECQL5/RPAP2/RRN3/RRN3P2/RTRAF/SMYD2/SMYD3"
"Hsp90 protein binding",0.534360548602628,"AHSA1/CDK5/HSF1/KDR/NR3C1/NUP62/PACRG/PPID/PPP5C/PTGES3/PTGES3L/STIP1/STUB1/TELO2/TSC2/UNC45A/USP19"
"transaminase activity",0.548145518933763,"BCAT2/CISD1/ETNPPL/GFPT2/GOT1/GOT2/GPT2/KYAT3/OAT/PSAT1/TAT"
"NADP binding",0.550686227636122,"CBR3/CRYZ/CRYZL1/DHCR7/DHFR2/FMO1/GMDS/GRHPR/HIBADH/HSD17B1/IDH1/KDSR/ME1/MTRR/NDOR1/NNT/NOS1/NOX1/POR/QDPR/TM7SF2"
"molecular sequestering activity",0.550686227636122,"CASTOR1/DDX56/GOPC/HSPBP1/INSIG1/INSIG2/KIFBP/NFKB1/NOSIP/PMEPA1/PRDX4/RBCK1/SLC39A4/SMAD6/SQSTM1/TARBP2/TMSB4X/TSSC4/WDR44/XAF1/YWHAZ"
"acyltransferase activity, transferring groups other than amino-acyl groups",0.550686227636122,"ABHD14B/ABHD4/ACAA2/ACAT1/ACAT2/ACSM4/AGPAT2/AGPAT5/ALAS1/ATF2/BRD1/CERS1/CERS2/CERS4/CPT2/CRAT/CRLS1/CROT/DGAT1/DLAT/ELOVL1/ELOVL4/ELP3/GCAT/GLYATL2/GNPAT/GPAM/GPAT2/HAT1/HGSNAT/HHAT/ING4/KAT14/LCLAT1/LIPT1/LIPT2/LPCAT1/MCAT/MEAF6/NAA20/NAA50/NAA60/NAA80/NAGS/NAT1/NAT10/NAT14/NAT8/NMT1/NMT2/OSGEPL1/OXSM/PAFAH1B3/PAFAH2/PLA2G15/PLAAT2/PLAAT3/PLAAT4/PNPLA3/PNPLA4/PORCN/PRDX6/SCP2/SIRT4/SOAT1/SPHK1/SPTLC1/TADA2A/TLCD3B/TMEM68/ZDHHC12/ZDHHC13/ZDHHC16/ZDHHC4/ZDHHC6/ZDHHC9"
"transmembrane receptor protein tyrosine kinase activity",0.550686227636122,"AXL/EFNA3/EFNA4/EPHA1/EPHA2/EPHA4/EPHA5/EPHA6/EPHA7/EPHB2/EPHB6/ERBB4/FGFR1/FGFR3/FGFRL1/FLT1/FLT4/KDR/KIT/ROS1/TEK/TIE1/TYRO3"
"copper ion binding",0.550686227636122,"ATP13A2/CCS/COA6/COMMD1/COX11/COX17/CUTA/CUTC/DBH/F8/GPC1/HEPH/MOXD1/MT3/MUC2/PAM/PARK7/PRND/PRNP/RNF7/SCO2/SNAI3/SOD1/SUMF1"
"histone methyltransferase activity",0.550686227636122,"ANTKMT/EEF1AKMT1/EEF1AKMT3/EEF2KMT/EHMT2/KMT5C/METTL21A/METTL23/N6AMT1/NTMT1/PRDM13/PRMT1/PRMT2/PRMT3/PRMT5/PRMT6/PRMT7/PRMT9/SETD3/SETD4/SETDB2/SETMAR/SMYD2/SMYD3/SUV39H1"
"RNA nuclease activity",0.556629488547257,"ANKZF1/CNOT7/CNOT8/CPSF3/DBR1/DIS3L/ELAC1/ELAC2/ENDOG/ENDOV/ERI1/ERI3/EXD2/EXOSC10/EXOSC3/EXOSC5/FEN1/INTS11/ISG20/LACTB2/MBLAC1/PARN/PIWIL1/PLD6/PNLDC1/PNPT1/POLRMT/POP1/POP4/POP5/POP7/RCL1/REXO2/RIDA/RNASE4/RNASEH2A/RPP25/RPP38/RPP40/SND1/TSEN2/TSNAX/ZC3H12A"
"active transmembrane transporter activity",0.567225294785709,"ABCA3/ABCB1/ABCB6/ABCB8/ABCC9/ABCD2/ABCD3/ABCG2/ABCG5/ANKH/ATP13A1/ATP13A2/ATP1A2/ATP2B2/ATP2B3/ATP5F1B/ATP6V0A4/ATP6V0D2/ATP6V0E1/ATP6V0E2/ATP6V1D/ATP6V1E1/ATP6V1F/ATP6V1G1/ATP6V1H/CLCN3/COX5A/COX5B/COX8A/CTNS/CYB561D2/CYB5A/CYC1/GHITM/KCNJ11/LETM1/MCU/NDUFA12/NDUFA2/NDUFA3/NDUFA4/NDUFA5/NDUFA6/NDUFA8/NDUFA9/NDUFB1/NDUFB10/NDUFB2/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFB9/NDUFC1/NDUFC2/NDUFS2/NDUFS3/NDUFS4/NDUFS5/NDUFS6/NDUFS7/NDUFS8/NDUFV1/NNT/SLC10A3/SLC12A1/SLC15A1/SLC16A1/SLC16A11/SLC16A13/SLC16A2/SLC17A5/SLC1A1/SLC1A5/SLC1A7/SLC20A1/SLC20A2/SLC22A9/SLC25A1/SLC25A10/SLC25A11/SLC25A12/SLC25A15/SLC25A17/SLC25A19/SLC25A22/SLC25A23/SLC25A25/SLC25A26/SLC25A4/SLC25A6/SLC26A1/SLC26A11/SLC26A5/SLC26A6/SLC29A3/SLC2A13/SLC30A10/SLC30A4/SLC30A5/SLC30A8/SLC30A9/SLC34A3/SLC35A1/SLC35A2/SLC35A5/SLC35B2/SLC35B3/SLC35C1/SLC35C2/SLC35D2/SLC35E4/SLC36A2/SLC37A4/SLC38A1/SLC38A2/SLC38A3/SLC38A5/SLC39A10/SLC39A14/SLC39A4/SLC39A6/SLC39A8/SLC3A2/SLC45A1/SLC45A2/SLC46A3/SLC47A1/SLC4A11/SLC4A2/SLC5A8/SLC6A15/SLC6A3/SLC7A5/SLC8B1/SLC9A6/SLC9B2/SLCO4A1/SURF1/TAP1/TCIRG1/TMEM241/UCP2/UQCR10/UQCRC1/UQCRFS1/UQCRFS1P1"
"NF-kappaB binding",0.5691354426946,"BRMS1/CDKN2A/COMMD6/COMMD7/COMMD8/CPNE1/DNAJA3/FAF1/HDAC1/HDAC2/HDAC3/RNF25/TAF4B"
"lipoprotein particle receptor binding",0.5691354426946,"AP2M1/APBB1/APOA1/APOC3/CLTC/DNAJA1/LDLRAP1/LRP1/LRPAP1/MESD/PCSK9/RELN/SNX17"
"RNA endonuclease activity, producing 5'-phosphomonoesters",0.582709316867088,"DBR1/ELAC1/ELAC2/ENDOV/FEN1/PLD6/POP1/POP4/POP5/POP7/RNASEH2A/RPP25/RPP38/RPP40"
"deacetylase activity",0.590171177455447,"AADAC/ADPRS/AMDHD2/CES2/ESD/HDAC1/HDAC11/HDAC2/HDAC3/HDAC5/MACROD1/SIRT3/SIRT4/SIRT5/YDJC"
"ubiquitin-like protein conjugating enzyme binding",0.590171177455447,"DCUN1D4/GRIK2/MARCHF7/PARK7/PRKN/RNF14/RNF180/RNF185/RNF19A/RNF5/SIAH2/TOLLIP/TRIM72/UBA2/UBE3D"
"ubiquitin-like protein conjugating enzyme activity",0.59516070857935,"ATG10/CDC34/UBE2A/UBE2D2/UBE2E3/UBE2I/UBE2J2/UBE2L3/UBE2L6/UBE2N/UBE2NL/UBE2O/UBE2Q2/UBE2S/UBE2T/UFC1"
"nucleoside monophosphate kinase activity",0.59516070857935,"AK1/AK6/AK7/AK9/CASK/CMPK1/CMPK2/DTYMK/GUK1"
"endopeptidase activator activity",0.59516070857935,"ADRM1/AIM2/LGMN/NDUFA13/PSENEN/PSMD14/PSME1/PSME3/TIMM50"
"transition metal ion transmembrane transporter activity",0.59516070857935,"ATP13A1/MCOLN2/SLC30A10/SLC30A4/SLC30A5/SLC30A6/SLC30A7/SLC30A8/SLC30A9/SLC39A10/SLC39A13/SLC39A14/SLC39A3/SLC39A4/SLC39A6/SLC39A8/SLC46A3"
"transmembrane receptor protein kinase activity",0.59516070857935,"ACVRL1/AXL/BMPR1A/EFNA3/EFNA4/EPHA1/EPHA2/EPHA4/EPHA5/EPHA6/EPHA7/EPHB2/EPHB6/ERBB4/FGFR1/FGFR3/FGFRL1/FLT1/FLT4/KDR/KIT/LTBP4/ROS1/TEK/TGFBR2/TGFBR3/TGFBR3L/TIE1/TYRO3"
"transcription corepressor binding",0.601470486601772,"CTBP1/EED/EHMT2/ELOB/ENO1/FAM89B/HDAC1/HDAC3/HDAC5/HES1/LEF1/MTF2/STAT1/THAP7/TP73/TRAPPC2B/USP11/ZBTB7A/ZNF644"
"cytidine deaminase activity",0.608497739995991,"APOBEC3B/APOBEC3C/APOBEC3D/APOBEC3F/APOBEC3G/APOBEC3H"
"macrolide binding",0.608497739995991,"FKBP1B/FKBP3/FKBP4/FKBP5/FKBP7/NFATC1"
"peptidyl-proline dioxygenase activity",0.608497739995991,"EGLN1/OGFOD1/P3H1/P3H2/P3H3/P4HTM"
"cyclin-dependent protein serine/threonine kinase activator activity",0.608497739995991,"CCNB1/CCND1/CCND3/CKS1B/CKS2/MNAT1"
"ubiquitin-like protein ligase activity",0.626866795984782,"AMFR/ANAPC11/ASB4/ATG5/BIRC2/BRAP/BSPRY/BTRC/CBLB/CBLC/CUL4A/DTX2/FBXL22/FBXO17/FBXO2/FBXO27/FBXO4/FBXO6/GID4/HACE1/HECTD2/HERC5/HERC6/HLTF/IRF2BP1/KIAA1586/LRSAM1/MAEA/MARCHF2/MARCHF7/MARVELD3/MED10/MED11/MED18/MED27/MED30/MED31/MED7/MED8/MIB2/MKRN2/MUL1/NEURL3/NFX1/NOSIP/NSMCE1/NSMCE2/PELI3/PEX10/PEX2/PIAS1/PIAS2/PIAS3/PIAS4/PJA1/PPP1R11/PRKN/RBX1/RMND5B/RNF113A/RNF123/RNF126/RNF14/RNF150/RNF166/RNF170/RNF180/RNF181/RNF185/RNF19A/RNF2/RNF20/RNF216/RNF227/RNF25/RNF26/RNF34/RNF4/RNF41/RNF5/RNF7/RNF8/SH3RF1/SH3RF2/SIAH2/STUB1/TMEM129/TRAF2/TRIM14/TRIM21/TRIM23/TRIM27/TRIM28/TRIM31/TRIM32/TRIM35/TRIM37/TRIM4/TRIM47/TRIM48/TRIM5/TRIM54/TRIM6/TRIM61/TRIM65/TRIM68/TRIM69/TRIM72/TRIML2/UBE2D2/UBE2O/UBE3A/UBE3D/UBOX5/UBR7/UFL1/VPS18/WDR24/ZBED1/ZNF598/ZNRF1/ZNRF2"
"phospholipid transfer activity",0.630020769660645,"ABCA3/CPTP/ESYT1/GLTPD2/PITPNB/PITPNC1/PITPNM1/PLEKHA8P1/PLTP/SCP2/TRIAP1"
"UDP-galactosyltransferase activity",0.646112911504166,"A4GALT/B3GALNT1/B3GALT2/B3GALT4/B3GALT6/B3GNT2/B3GNT6/B4GALT2/B4GALT3/B4GALT4/B4GALT7/COLGALT2"
"galactosyltransferase activity",0.653126209542227,"A4GALT/B3GALNT1/B3GALT2/B3GALT4/B3GALT6/B3GNT2/B3GNT6/B4GALT2/B4GALT3/B4GALT4/B4GALT7/C1GALT1C1/COLGALT2"
"protein sequestering activity",0.653126209542227,"CASTOR1/DDX56/INSIG1/INSIG2/KIFBP/NFKB1/PMEPA1/RBCK1/SMAD6/SQSTM1/TARBP2/TMSB4X/YWHAZ"
"dopamine receptor binding",0.653126209542227,"CLIC6/GNA12/GNAI1/NHERF1/PTGER1/SNX5/VPS35"
"ubiquitin-protein transferase inhibitor activity",0.653126209542227,"CDKN2A/FBXO5/GLMN/HTRA2/OTUB1/PARK7/RPS15"
"antiporter activity",0.653126209542227,"CLCN3/GHITM/LETM1/SLC1A5/SLC25A1/SLC25A10/SLC25A11/SLC25A12/SLC25A15/SLC25A17/SLC25A19/SLC25A23/SLC25A25/SLC25A26/SLC25A4/SLC25A6/SLC26A1/SLC26A11/SLC26A5/SLC26A6/SLC30A10/SLC30A4/SLC30A5/SLC30A8/SLC30A9/SLC35A1/SLC35A2/SLC35A5/SLC35B2/SLC35B3/SLC35C1/SLC35C2/SLC35D2/SLC35E4/SLC37A4/SLC38A3/SLC38A5/SLC3A2/SLC47A1/SLC4A11/SLC4A2/SLC7A5/SLC8B1/SLC9A6/SLC9B2/TMEM241/UCP2"
"RNA polymerase II general transcription initiation factor activity",0.67275926884973,"BRF2/DRAP1/GTF2A2/GTF2E1/GTF2E2/GTF2F2/PAAF1/PRRX1/SNAPC1/SNAPC2/SNAPC5/TAF12/TAF3/TAF4B/TAF6/TAF6L/TAF9B/TBP/TBPL1"
"endonuclease activity",0.673096866094876,"ANKZF1/APEX2/APLF/ASTE1/CPSF3/DBR1/DNASE1L2/DNASE2/ELAC1/ELAC2/ENDOG/ENDOV/FEN1/G3BP1/INTS11/LACTB2/MBD4/MBLAC1/MUS81/NTHL1/PIWIL1/PLD6/POP1/POP4/POP5/POP7/RAD50/RAD51C/RCL1/REXO4/RIDA/RNASE4/RNASEH2A/RPP25/RPP38/RPP40/SETMAR/SND1/TSEN2/TSN/TSNAX/XRCC1/ZC3H12A/ZRANB3"
"5'-3' exonuclease activity",0.676874956313105,"APTX/CPSF3/DCLRE1A/DCLRE1B/EXO5/FEN1/PLD4/TRIR"
"oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor",0.676874956313105,"ALDH1L1/BLVRB/DHFR2/MTHFD1L/PYCR1/PYCR2/PYCR3/QDPR"
"racemase and epimerase activity",0.676874956313105,"FUOM/GALE/GALM/GFUS/MCEE/NAXE/RPE/RPEL1"
"ribosomal small subunit binding",0.676874956313105,"ABCE1/DHX29/ERAL1/G3BP1/MTIF3/NME1/PTCD3/UNG"
"fatty acid derivative binding",0.676874956313105,"ACBD4/ACOT7/ECI2/GCDH/HSPA8/PNPLA3/SCP2/SOAT1"
"glycosyltransferase activity",0.676874956313105,"A4GALT/A4GNT/ALG1/ALG12/ALG2/ALG3/ALG5/ALG6/ALG8/APRT/ARF4/ART3/B3GALNT1/B3GALNT2/B3GALT2/B3GALT4/B3GALT6/B3GAT3/B3GLCT/B3GNT2/B3GNT6/B3GNT9/B4GALNT2/B4GALT2/B4GALT3/B4GALT4/B4GALT7/B4GAT1/C1GALT1C1/CHPF/COLGALT2/CSGALNACT1/DPAGT1/DPY19L1/DPY19L2P2/EOGT/EXT2/EXTL1/FUT10/FUT8/GALNT1/GALNT11/GALNT12/GBE1/GCNT1/GLT8D1/GTDC1/GYS1/HPRT1/LARGE1/MFNG/MGAT1/MGAT2/MGAT4C/MGAT5B/OSTC/PARP1/PARP10/PARP12/PARP16/PARP2/PARP3/PARP4/PIGM/PIGP/PIGV/POGLUT1/POGLUT2/POGLUT3/POMGNT1/POMGNT2/PPAT/PYGB/QTRT1/RFNG/RPN1/RPN2/RXYLT1/SIRT4/ST6GAL1/ST6GALNAC4/ST6GALNAC6/STT3A/TMTC4/UGT2A3/UGT2B7/UMPS/XYLT2"
"hexosyltransferase activity",0.685905411050478,"A4GALT/A4GNT/ALG1/ALG12/ALG2/ALG3/ALG5/ALG6/ALG8/B3GALNT1/B3GALNT2/B3GALT2/B3GALT4/B3GALT6/B3GAT3/B3GLCT/B3GNT2/B3GNT6/B3GNT9/B4GALNT2/B4GALT2/B4GALT3/B4GALT4/B4GALT7/B4GAT1/C1GALT1C1/CHPF/COLGALT2/CSGALNACT1/DPY19L1/DPY19L2P2/EOGT/EXT2/EXTL1/FUT10/FUT8/GALNT1/GALNT11/GALNT12/GBE1/GCNT1/GTDC1/GYS1/LARGE1/MFNG/MGAT1/MGAT2/MGAT4C/MGAT5B/OSTC/PIGM/PIGP/PIGV/POGLUT1/POGLUT2/POGLUT3/POMGNT1/POMGNT2/PYGB/RFNG/RPN1/RPN2/STT3A/TMTC4/UGT2A3/UGT2B7"
"carbohydrate kinase activity",0.701538184218643,"FGGY/GALK1/GALK2/GCK/HK1/KHK/PFKL/PFKP/RBKS"
"organic anion transmembrane transporter activity",0.702841504723709,"ABCB1/ABCD2/ABCD3/ABCG2/ANKH/BEST4/CTNS/FABP5/GRIK2/GRIK3/GRIN1/LRRC8A/MFSD10/MPC1/MPC2/NHERF1/PANX1/SERINC3/SLC10A3/SLC16A1/SLC16A11/SLC16A13/SLC16A2/SLC17A5/SLC1A1/SLC1A5/SLC1A7/SLC22A9/SLC25A1/SLC25A10/SLC25A11/SLC25A12/SLC25A15/SLC25A17/SLC25A19/SLC25A22/SLC25A23/SLC25A25/SLC25A26/SLC25A38/SLC25A39/SLC25A4/SLC25A42/SLC25A47/SLC25A6/SLC26A1/SLC26A11/SLC26A5/SLC26A6/SLC27A1/SLC27A2/SLC27A4/SLC27A5/SLC2A1/SLC2A14/SLC2A8/SLC35A1/SLC35B2/SLC35B3/SLC35D2/SLC36A2/SLC37A4/SLC38A1/SLC38A10/SLC38A2/SLC38A3/SLC38A5/SLC38A9/SLC39A10/SLC39A14/SLC39A4/SLC39A6/SLC39A8/SLC3A1/SLC3A2/SLC43A1/SLC47A1/SLC4A11/SLC4A2/SLC52A1/SLC52A2/SLC5A8/SLC6A15/SLC7A3/SLC7A5/SLCO4A1/TMEM241/UCP2"
"lipase activator activity",0.702841504723709,"ARF4/ARL1/CASP3/CCL3/CCL5/CCL8/FYN/HRAS/LCK/NSMAF"
"NAD+-protein ADP-ribosyltransferase activity",0.702841504723709,"ARF4/ART3/PARP1/PARP10/PARP12/PARP16/PARP2/PARP3/PARP4/SIRT4"
"eukaryotic initiation factor 4E binding",0.702841504723709,"ANGEL1/C8orf88/EIF4EBP1/EIF4EBP3/OTX2"
"single-stranded DNA exodeoxyribonuclease activity",0.702841504723709,"EXD2/EXO5/ISG20/PLD4/POLG"
"branched-chain amino acid transmembrane transporter activity",0.702841504723709,"SLC38A9/SLC3A2/SLC43A1/SLC6A15/SLC7A5"
"oxidoreductase activity, acting on the CH-CH group of donors, oxygen as acceptor",0.702841504723709,"ACOX3/CPOX/CRAT/PPOX/RSAD1"
"G protein-coupled glutamate receptor binding",0.702841504723709,"FYN/HOMER1/NHERF1/NHERF2/PRNP"
"L-amino acid transmembrane transporter activity",0.707224249411822,"CTNS/SERINC3/SLC1A1/SLC1A5/SLC1A7/SLC25A12/SLC25A15/SLC25A22/SLC25A26/SLC25A38/SLC36A2/SLC38A1/SLC38A10/SLC38A2/SLC38A3/SLC38A5/SLC38A9/SLC3A1/SLC3A2/SLC43A1/SLC47A1/SLC7A3/SLC7A5/UCP2"
"GTPase activity",0.710445419852254,"ABCE1/ARF1/ARF4/ARF5/ARF6/ARFRP1/ARL1/ARL13B/ARL15/ARL16/ARL2/ARL3/ARL4D/ARL5C/ARL6/ATL1/ATL3/BMS1/CPLANE2/DRG1/EEFSEC/EFL1/EFTUD2/GBP3/GEM/GFM1/GFM2/GIMAP7/GNA11/GNA12/GNAI1/GNAL/GNB5/GNG10/GNGT2/GNL2/GPN1/GPN3/GSPT1/GSPT2/GTPBP10/GTPBP3/HBS1L/HRAS/IFT22/MMAA/MMUT/MRAS/MTG1/MTG2/MX1/OPA1/RAB10/RAB11A/RAB11B/RAB19/RAB22A/RAB23/RAB26/RAB28/RAB29/RAB2A/RAB33A/RAB39B/RAB3B/RAB40B/RAB40C/RAB4A/RAB5B/RAB6A/RAB7A/RAB9A/RABL3/RALA/RAN/RAP1BL/RASD2/RERG/RGS10/RGS14/RGS16/RGS9/RHEB/RHOC/RHOD/RHOF/RHOT2/RRAD/RRAGA/RRAS/RRAS2/SEPTIN11/SEPTIN2/SEPTIN3/SEPTIN7/SRP54/SRPRA/TBCC/TMEM250/TPPP/TRIM23/TUBA1B/TUBB2A/TUBB2B/TUBB4A/TUBB4B/TUBB6/TUFM"
