"Pathway","Adjusted_Pvalue","Genes"
"mitotic spindle",0.00341894182132254,"CD180/CDC42/CDC7/CKAP2L/CUL3/DCTN1/EPB41/FAM83D/IKBKG/KATNBL1/KIF23/KLHL22/MAD2L1/MAPK1/MAPKBP1/NEDD9/NIN/PLK1/RCC2/RMDN2/SPAG5/STAG2/TACC3/TBL1X/TBL1XR1/TPR/TRAPPC14/TRAT1/TUBB1/WAPL/WNK1"
"vacuolar lumen",0.00341894182132254,"ACTR2/ARSA/C3/CPPED1/CSPG5/CTSS/DAPK2/FTL/GALC/GGH/HEBP2/HPSE/HSPA8/HYAL1/IDS/IMPDH1/LAMP2/LIPA/MAN2B2/MANBA/MAPK1/MNDA/NAAA/PSAP/RETN/RNASET2/SDC2/SDCBP/UNC13D/VCAN"
"transferase complex, transferring phosphorus-containing groups",0.00436068948863247,"ATG13/ATXN7/ATXN7L3/BECN1/CCNA1/CCNA2/CCNB1/CCNB2/CCNH/CCNI/CCNJL/CCNY/CDK19/CKS1B/DAPK1/ERN1/GTF2B/IKBKB/IKBKG/MAP3K5/MED13/NUAK2/PFKP/PHKA2/PIK3C3/PIK3CD/PIK3CG/PIK3R4/PIK3R5/POLD3/POLE4/POLR2A/POLR2E/PRKACA/PRKAG2/PRKAR1A/PRKDC/REV3L/SLA2/STING1/STRADA/TAF1/TAF4/TGFBR2/TRAF3"
"histone acetyltransferase complex",0.00482525966246303,"ATXN7/ATXN7L3/BRD1/BRPF3/CREBBP/EP300/EPC1/ING3/JADE1/KANSL1/KAT6A/KAT8/MBTD1/MSL1/MSL2/PHF20/PHF20L1/POLE4/TAF4"
"presynaptic cytosol",0.00482525966246303,"BAIAP2/CTBP2/HSPA8/LRRK2/PNKD/PRKCB"
"methyltransferase complex",0.00615745934606522,"BOD1L1/CHD8/EZH1/INO80C/JARID2/KANSL1/KAT8/KDM6B/KMT2C/KMT2D/MEN1/NCOA6/PHF20/RAMACL/SETD1B/TAF1/TAF4/WDR82/ZC3H13"
"histone deacetylase complex",0.00665837009896949,"ARID4A/DNTTIP1/GATAD2B/HDAC5/ING3/KMT2E/MIDEAS/PHF12/PHF21A/RCOR1/RERE/SIN3B/SRCAP/TBL1X/TBL1XR1/TRERF1/ZNF217"
"cortical cytoskeleton",0.00723864278775938,"ACTN1/ACTN4/ACTR2/ANLN/CLDN5/COTL1/EPB41/FLNA/IQGAP1/LASP1/MAEA/MED28/MPP1/PDLIM2/PPP1R9B/PRKCB/RIMS3/SPTB/TPM4/WDR1"
"specific granule membrane",0.00815630398196907,"ADAM10/ADAM8/ATP11A/CD93/CMTM6/HMOX2/HVCN1/MOSPD2/PLAUR/RAB37/RAP1A/SLC44A2/SNAP23/STK10/TMBIM1/TMEM30A/TNFRSF1B/VAMP8"
"intercellular bridge",0.0091827825136137,"CDC7/CYTH4/DCTN1/DUSP11/EPB41/ESRRA/FAM83D/FAN1/KIF20A/KLHL22/OLFM4/RAB35/RBM18/SETX/TRIM45/TUBB1/UNC119/WAPL"
"ficolin-1-rich granule lumen",0.0103054373080427,"ACTR2/APAF1/ATG7/CANT1/COTL1/CST3/CTSS/DBNL/DDX3X/FTH1/GPI/GSTP1/HSP90AB1/HSPA8/HUWE1/IMPDH1/KPNB1/MAPK1/MNDA/PLEKHO2/PSMD14/TNFAIP6"
"vesicle tethering complex",0.0103054373080427,"CDC42/COG1/EXOC3/EXOC8/TNFAIP2/TRAPPC12/TRAPPC14/TRAPPC6A/TRAPPC8/TRAPPC9/VPS39/VPS41/VPS8"
"membrane coat",0.011223829373676,"AP1M2/AP2A1/AP3B1/AP3M1/AP3S2/AP5B1/CHMP1B/COPG1/EPN1/EPN2/EPS15L1/IGF2R/PICALM/SCLT1/SCYL1/SEC13/SEC24B/VPS39"
"coated membrane",0.011223829373676,"AP1M2/AP2A1/AP3B1/AP3M1/AP3S2/AP5B1/CHMP1B/COPG1/EPN1/EPN2/EPS15L1/IGF2R/PICALM/SCLT1/SCYL1/SEC13/SEC24B/VPS39"
"phagocytic vesicle membrane",0.0126023495292722,"APPL2/ATP6V0A1/ATP6V0D1/ATP7A/HVCN1/LAMP2/PIK3C3/PIK3R4/RAB11FIP1/RAB22A/SNAP23/STX4/TAP2/TLR1/TLR6/VAMP8"
"actin-based cell projection",0.0126196576365569,"ABI1/ACP3/ANGPT1/AP2A1/ATP6V1A/ATP7A/BAIAP2/CD302/CDC42/CLIC4/DEF6/DOCK4/EPHB1/FCHSD2/FCRL3/FMR1/FSCN1/IQGAP2/LCP1/LRRK2/MPP1/MSN/MTM1/MYO1F/MYO5A/NHERF1/PLEKHG6/PPP1R9B/SLC6A6/SLC7A11/SYNE2/TIAM2/TRIOBP/WHRN"
"cortical actin cytoskeleton",0.0128597627940616,"ACTN1/ACTN4/ACTR2/ANLN/CLDN5/COTL1/IQGAP1/LASP1/MAEA/MED28/PDLIM2/PPP1R9B/PRKCB/SPTB/WDR1"
"recycling endosome",0.0131637093528711,"APP/ATP11A/ATP11C/ATP13A3/AVL9/CLCN4/CLN3/CMTM6/FCHSD2/INPP4A/MYO5A/PACSIN2/PLEKHA3/RAB11FIP1/RAB11FIP4/RAB35/RAC1/RELCH/RFFL/SLC31A1/SLC9A7/SORL1/STX6/STX7/TBC1D14/TBC1D17/TUBA1A/UNC13D/VAMP8/VPS13B/ZFYVE27"
"nuclear envelope",0.0135803732979014,"AHCTF1/ANXA11/APP/ATF6/BICD2/BNIP3L/C9orf72/CACYBP/CASC3/CCNI/CENPF/CHMP1B/CHMP3/DCTN1/DNAJB12/EMD/EPC1/ERBIN/ERN1/GLE1/GPX4/GRK5/IFFO1/IGF2R/INPP4A/IRAG2/KPNA2/KPNA4/KPNB1/MAD2L1/MX2/MYOF/NUP153/NUP214/NUP50/NUP98/OSBPL8/PAK1/PARP8/PCYT1A/PHF20/PSEN1/RAB40B/RANBP1/RIF1/RNF123/RRM1/RTCB/SDCBP/SEC13/SENP2/SIRT1/SLC16A3/SORL1/SPAST/SREBF1/SYNE2/TMEM43/TMPO/TNRC18/TPR/ZBED1/ZNF383"
"protein acetyltransferase complex",0.0137041019662514,"ATXN7/ATXN7L3/BRD1/BRPF3/CREBBP/EP300/EPC1/ING3/JADE1/KANSL1/KAT6A/KAT8/MBTD1/MSL1/MSL2/PHF20/PHF20L1/POLE4/TAF4"
"nuclear matrix",0.013863199595361,"AHCTF1/ATXN7/CASK/CENPF/CENPW/CLIC4/DNMT3A/ENC1/GFI1/GMCL1/IFFO1/KAT8/KIF4A/MAEA/MEN1/RAD21/SCAF8/SMARCC1/SPARC/STAG2/TEP1/YY1"
"acetyltransferase complex",0.0149886964009788,"ATXN7/ATXN7L3/BRD1/BRPF3/CREBBP/EP300/EPC1/ING3/JADE1/KANSL1/KAT6A/KAT8/MBTD1/MSL1/MSL2/PHF20/PHF20L1/POLE4/TAF4"
"basolateral plasma membrane",0.0159112537837726,"ABCC5/ABCC6/AP2A1/ATP2B1/ATP7A/ATP7B/BEST1/C5AR1/CASK/EPB41/ERBIN/IQGAP1/KCNQ1/LRRK2/MAP4K2/MAP7/MSN/NEDD9/NUMB/SLC10A1/SLC12A6/SLC16A3/SLC16A6/SLC19A1/SLC23A2/SLC26A6/SLC2A9/SLC31A1/SLC43A2/SLC6A12/SLC6A6/SLC7A7/SLCO3A1/STX4/VSIG1/WASF2"
"distal axon",0.0159928534610973,"ABI1/APP/ARHGAP4/ATP6V0D1/C9orf72/CBL/CDKL5/CYTH2/DOCK7/EXOC3/EXOC8/FKBP15/FKBP4/FLNA/FMR1/FSCN1/HSP90AB1/HSPA8/IQGAP1/ITGA4/LRRK2/MYO5A/NIN/NTSR1/ORAI2/PALLD/PINK1/PPP1R9B/PREX1/PRKCB/PSEN1/PTK2B/SETX/TIAM2/TPRG1L/USP9X/WDR47/WHRN/ZFYVE27"
"trans-Golgi network",0.0167560729555079,"AP1M2/APP/ARAP1/ARFIP1/ATP7A/ATP7B/ATXN2/BECN1/CHST7/CLN3/COG1/DENND5A/ELAPOR1/FAM91A1/FLNA/HTR7/IGF2R/INPP5K/KIF13A/LRRK2/MME/MMP24/PLEKHA3/RAB21/RABEPK/RAC1/RELCH/SLC39A9/SLC9A7/SORL1/ST3GAL1/STX10/STX4/STX6/TEPSIN/TRAPPC6A/TRAPPC9"
"extrinsic component of membrane",0.0175809715368989,"APC/ARHGEF40/ATP6V1A/BECN1/GNA13/GNAI2/GNAT2/GNB1/GNB4/GNG11/GNG2/GNGT2/HCK/JAK1/LYN/MYD88/PICALM/PIK3C3/PIK3CD/PIK3CG/PIK3R4/PIK3R5/PLAUR/SLA2/SYK/TEPSIN/TIRAP/TYK2/WDR91/WIPI2/ZFYVE1"
"filopodium",0.0196887195298596,"ABI1/ACP3/AP2A1/BAIAP2/CD302/CDC42/DEF6/EPHB1/FMR1/FSCN1/IQGAP2/LCP1/MSN/MTM1/MYO5A/NHERF1/PPP1R9B/SYNE2/TIAM2"
"stress fiber",0.020172598564628,"ACTN1/CNN2/DAAM1/FSCN1/LCP1/LPP/MYH10/PALLD/PDLIM2/PDLIM7/PXN/SH2B2/TLNRD1/TPM4"
"contractile actin filament bundle",0.020172598564628,"ACTN1/CNN2/DAAM1/FSCN1/LCP1/LPP/MYH10/PALLD/PDLIM2/PDLIM7/PXN/SH2B2/TLNRD1/TPM4"
"microtubule",0.020172598564628,"AKNA/APC/APPBP2/ARHGAP4/BAIAP2/BCAS3/BIRC5/CCT3/CCT4/CHMP1B/CHMP3/CLIP1/CSNK1D/CUL3/DCDC2B/DCTN1/DNAH1/DNAH14/DYNC1LI1/EMD/FKBP4/GABARAPL1/HSPH1/INCENP/IQGAP1/KIF13A/KIF20A/KIF23/KIF4A/KLHL21/KLHL22/MAP1LC3A/MAP3K11/MAP7/MEFV/MID1IP1/MX2/NDE1/NDEL1/NEK6/NEK7/NIN/PBXIP1/PLK1/POLB/RAB3D/RASSF3/RASSF5/RCC2/RMDN2/SKA2/SPAG5/SPAST/SVIL/TPPP3/TTLL4/TUBA1A/TUBB1/WDR47"
"late endosome membrane",0.020172598564628,"ATP13A3/CHMP1B/CHMP3/CLCN4/CLN3/ELAPOR1/HGS/LAMP2/LAMTOR4/LITAF/MARCHF8/OSBPL11/PLEKHM1/RHOB/SLC31A1/SORL1/STARD3/STARD3NL/TMEM30A/TPCN2/TSG101/VAMP8/VPS37B/VPS37C/VPS39/VPS41/WDR91"
"extrinsic component of cytoplasmic side of plasma membrane",0.0226706063598132,"GNA13/GNAI2/GNAT2/GNB1/GNB4/GNG11/GNG2/GNGT2/HCK/JAK1/LYN/MYD88/SYK/TIRAP"
"clathrin-coated vesicle",0.023369772963084,"ADAM10/AP1M2/AP2A1/AP3B1/ATP6V0A1/ATP6V0D1/ATP6V1A/ATP6V1G2/ATP7A/CD4/DBNL/ECE1/EPN1/EPN2/FCHO2/GPR107/HSPA8/IGF2R/LMBRD1/NUMB/PICALM/RAB35/SCYL2/SPG21/STX6/SYT2/TNK2/UNC13D/VAMP8/VPS41/VWF"
"actin filament bundle",0.023369772963084,"ACTN1/CNN2/DAAM1/FLNA/FSCN1/LCP1/LPP/MYH10/PALLD/PDLIM2/PDLIM7/PXN/SH2B2/TLNRD1/TPM4"
"pseudopodium",0.023369772963084,"ACTN1/ACTN4/ARRB1/MAPK1/MSN/RAF1"
"postsynaptic specialization, intracellular component",0.023369772963084,"BAIAP2/CDKL5/CRIPT/GRIP2/LYN/PTK2B"
"early endosome membrane",0.023369772963084,"APPL2/ATP11C/ATP13A3/ATP7A/CLCN4/CLN3/CMTM6/EPHB1/HGS/INPP4A/LITAF/MARCHF8/PSEN1/RAB21/RAB5B/RCC2/SLC31A1/SNX13/SNX6/SORL1/STX7/TMEM30A/TSG101/VAMP8/VPS13B/VPS41/WASHC4/WDR91/ZFYVE16"
"cell division site",0.0242530936005331,"ANLN/GTF2B/KATNBL1/MAEA/MEN1/MYH10/NDE1/PKN2/PLEKHG6/RAB11FIP4/RAB21/RHOB/STAMBP/SVIL"
"glutamatergic synapse",0.0251976306369562,"ABR/ACTN1/ADAM10/AKT1/ARPC2/ATP2B1/BAIAP2/BTBD9/CACNB4/CDC42/CDKL5/CNTNAP1/CRIPT/CSPG5/CTBP2/CUL3/DAPK1/DBNL/EPHB1/ERBIN/FBXL20/FLNA/GHRL/GRIN3A/GRIP2/GSK3B/GUCY1A1/HSPA8/ITGA5/LPAR2/LRRC4/LRRK2/LYN/MAP1LC3A/MECP2/NF1/NLGN3/NUMB/PACSIN2/PAK2/PLXNC1/PRKACA/PRKAR1A/PSEN1/PTK2B/RAC1/RAP1A/SNX6/SPTB/STK38/STK38L/STX4"
"membrane microdomain",0.0266263882641783,"ANGPT1/APP/CAVIN2/CBL/CD4/CLN3/CORO1C/EPHB1/GAB2/HCK/HPSE/IKBKB/INPP5D/KCNQ1/LAMP2/LCP2/LRRK2/LYN/MAPK1/MME/MS4A4A/MYOF/NFAM1/NTSR1/PACSIN2/PECAM1/PLCG2/PRKACA/PRKAR1A/PSEN1/PTPRC/RHOQ/SDCBP/SMURF2/TGFBR2/TLR1/TLR6/TNFRSF1A/TNFRSF1B"
"nuclear pore",0.028658339320089,"AHCTF1/BICD2/CHMP1B/CHMP3/GLE1/KPNA4/KPNB1/MAD2L1/MX2/NUP153/NUP214/NUP50/NUP98/RANBP1/SEC13/SENP2/TPR"
"MLL1 complex",0.028658339320089,"CHD8/INO80C/KANSL1/KAT8/MEN1/PHF20/TAF1/TAF4"
"Golgi apparatus subcompartment",0.028658339320089,"ACP3/AP1M2/APP/ARAP1/ARFIP1/ATP7A/ATP7B/ATXN2/BECN1/CANT1/CHPF2/CHST7/CHSY1/CLN3/COG1/DENND5A/ELAPOR1/FAM91A1/FLNA/GALNT1/GGTA1/HTR7/IGF2R/INPP5K/KIF13A/LRRK2/MAN2A1/MME/MMP24/PLEKHA3/RAB21/RABEPK/RAC1/RELCH/SGMS1/SLC39A9/SLC9A7/SORL1/ST3GAL1/ST3GAL2/STX10/STX4/STX6/SULF2/TEPSIN/TRAPPC6A/TRAPPC9/XYLT1/ZFYVE1"
"autophagosome membrane",0.030773871024852,"ATG16L2/CHMP1B/CHMP3/GABARAPL1/LAMP2/MAP1LC3A/RUBCNL/SNAP29/STING1/TECPR1/VMP1"
"lysosomal lumen",0.030773871024852,"ARSA/CSPG5/CTSS/GALC/HPSE/HSPA8/HYAL1/IDS/LAMP2/LIPA/MAN2B2/MANBA/NAAA/PSAP/RNASET2/SDC2/VCAN"
"clathrin-coated pit",0.0327683624794448,"AP2A1/APP/ARRB1/EPN1/EPS15L1/FCHO1/FCHO2/FCHSD2/FNBP1/LRP10/NUMB/PICALM/RAB35/TNK2"
"postsynaptic density, intracellular component",0.0332740133838134,"BAIAP2/CDKL5/CRIPT/GRIP2/PTK2B"
"MLL1/2 complex",0.0333516501318726,"CHD8/INO80C/KANSL1/KAT8/MEN1/PHF20/TAF1/TAF4"
"coated vesicle",0.0334663230040875,"ADAM10/AP1M2/AP2A1/AP3B1/APP/ATP6V0A1/ATP6V0D1/ATP6V1A/ATP6V1G2/ATP7A/CD4/COPG1/DBNL/ECE1/EPN1/EPN2/ERGIC2/FCHO2/GPR107/HSPA8/IGF2R/LMBRD1/NUMB/PACS1/PICALM/RAB35/SCAP/SCYL1/SCYL2/SEC13/SEC24B/SPG21/SREBF1/STX6/SYT2/TEPSIN/TNK2/UNC13D/VAMP8/VPS41/VWF"
"cleavage furrow",0.0338160225869752,"KATNBL1/MEN1/MYH10/NDE1/PKN2/PLEKHG6/RAB11FIP4/RAB21/RHOB/STAMBP/SVIL"
"actomyosin",0.0352662111214496,"ACTN1/CNN2/DAAM1/FSCN1/LCP1/LPP/MYH10/PALLD/PDLIM2/PDLIM7/PXN/SH2B2/TLNRD1/TPM4"
"cytosolic region",0.035841783128814,"BAIAP2/CTBP2/HSPA8/LRRK2/PNKD/PRKCB"
"membrane raft",0.0377479472741528,"ANGPT1/APP/CAVIN2/CBL/CD4/CLN3/CORO1C/EPHB1/GAB2/HCK/HPSE/IKBKB/INPP5D/KCNQ1/LCP2/LRRK2/LYN/MAPK1/MME/MS4A4A/MYOF/NFAM1/NTSR1/PACSIN2/PECAM1/PLCG2/PRKACA/PRKAR1A/PSEN1/PTPRC/RHOQ/SDCBP/SMURF2/TGFBR2/TLR1/TLR6/TNFRSF1A/TNFRSF1B"
"cyclin-dependent protein kinase holoenzyme complex",0.0377479472741528,"CCNA1/CCNA2/CCNB1/CCNB2/CCNH/CCNI/CCNJL/CCNY/CDK19/CKS1B/MED13"
"clathrin coat",0.0454379424536949,"AP1M2/AP2A1/AP3B1/AP3M1/EPN1/EPN2/EPS15L1/IGF2R/PICALM/SCLT1"
"dendritic shaft",0.0455861723496384,"ABI3/APP/BAIAP2/CRIPT/FLNA/KIRREL3/NTSR1/PREX1/PSEN1"
"cytoplasmic ribonucleoprotein granule",0.0455861723496384,"AGO1/AGO2/AGO3/AGO4/APOBEC3A/ATXN2/BMAL1/C9orf72/CAPRIN1/CASC3/CDC42/CELF1/DDX3X/DYRK3/EIF4EBP2/FMR1/GARRE1/HNRNPK/IQGAP1/ISG20/KPNB1/LSM4/NBDY/NUFIP2/PABPC1L/RAC1/SAMD4B/SARNP/SQSTM1/TNRC6B/TNRC6C/TUBA1A/UPF1/UPF2"
"nuclear envelope lumen",0.0455861723496384,"APP/CACYBP/IGF2R/SORL1"
"post-mRNA release spliceosomal complex",0.0455861723496384,"CRNKL1/ISY1/TFIP11/XAB2"
"basal plasma membrane",0.047837296657766,"ABCC5/ABCC6/AP2A1/ATP2B1/ATP7A/ATP7B/BEST1/C5AR1/C5AR2/CASK/EPB41/ERBIN/IQGAP1/KCNQ1/LRRK2/MAP4K2/MAP7/MSN/NEDD9/NUMB/SLC10A1/SLC12A6/SLC16A3/SLC16A6/SLC19A1/SLC23A2/SLC26A6/SLC2A9/SLC31A1/SLC43A2/SLC6A12/SLC6A6/SLC7A7/SLCO3A1/STX4/VSIG1/WASF2"
"basal part of cell",0.048118653516259,"ABCC5/ABCC6/AP2A1/ATP2B1/ATP7A/ATP7B/BEST1/C5AR1/C5AR2/CASK/DOCK7/EPB41/ERBIN/IQGAP1/KCNQ1/LRRK2/MAP4K2/MAP7/MSN/NEDD9/NUMB/PRCP/SLC10A1/SLC12A6/SLC16A3/SLC16A6/SLC19A1/SLC23A2/SLC26A6/SLC2A9/SLC31A1/SLC43A2/SLC6A12/SLC6A6/SLC7A7/SLCO3A1/STX4/VSIG1/WASF2"
"neuron projection cytoplasm",0.0502291006555873,"AP3B1/AP3M1/AP3S2/BAIAP2/BLOC1S4/CDKL5/EIF4EBP2/FMR1/HSPB1/KIF4A/LRRK2/MAP2K4/NDEL1/RAB21/SPAST"
"heterotrimeric G-protein complex",0.0515401089667737,"GNA13/GNAI2/GNAT2/GNB1/GNB4/GNG11/GNG2/GNGT2"
"cell projection membrane",0.055793894212091,"ADGRE2/AKT2/APC/APPL2/ARPC2/ATP7A/BBIP1/CASK/CDKL5/CORO1C/DOCK8/FCRL3/FSCN1/GNA13/GNAT2/GPI/GPR157/INPP5K/IQCE/ITGA5/LCP1/MSN/NHERF1/PACSIN2/PAK1/PIP5K1A/PIP5K1C/PLCG2/PLEKHO1/PPP1R9B/PRKCB/PSD4/RAB35/RAC1/SH2D3C/SLC19A1/SLC26A6/SLC6A6/SLC7A11/SNAP29/STX4/SYNE2/TIRAP/TLN1"
"organelle membrane contact site",0.055793894212091,"ATG2A/BLTP1/MBOAT7/MOSPD2/PIK3R4/SARAF/STARD3/STARD3NL/TMCC1/ZFYVE1"
"phosphatidylinositol 3-kinase complex",0.0584588427791362,"BECN1/PIK3C3/PIK3CD/PIK3CG/PIK3R4/PIK3R5/SLA2"
"Cul3-RING ubiquitin ligase complex",0.0592941916901301,"CUL3/ENC1/KCTD13/KLHL21/KLHL22/SPOP/SPOPL/ZSWIM8"
"recycling endosome membrane",0.0603942133786961,"ATP11C/ATP13A3/CLCN4/CMTM6/INPP4A/PACSIN2/RAB11FIP4/RAB35/RAC1/RFFL/SLC31A1/SLC9A7/SORL1/STX6/VAMP8/VPS13B/ZFYVE27"
"TOR complex",0.0608584563711963,"PRR5/PRR5L/RICTOR/SESN3"
"NSL complex",0.0608584563711963,"KANSL1/KAT8/PHF20/PHF20L1"
"P-body",0.0611624955253113,"AGO1/AGO2/AGO3/AGO4/APOBEC3A/C9orf72/CAPRIN1/GARRE1/ISG20/LSM4/NBDY/SAMD4B/SQSTM1/TNRC6B/TNRC6C/UPF1"
"TRAPP complex",0.0657165667081938,"TRAPPC12/TRAPPC14/TRAPPC6A/TRAPPC8/TRAPPC9"
"guanyl-nucleotide exchange factor complex",0.0657165667081938,"C9orf72/ELMO1/LAMTOR4/PDE3B/RAP1A"
"leading edge membrane",0.066418900710404,"ADGRE2/AKT2/APC/APPL2/CDC42/CDKL5/CORO1C/DOCK8/INPP5K/ITGA5/LCP1/PACSIN2/PAK1/PIP5K1A/PIP5K1C/PLCG2/PLEKHO1/PPP1R9B/PSD4/RAC1/SH2D3C/STX4/SYNE2/TIRAP/TLN1"
"U2-type spliceosomal complex",0.0672974789681196,"CASC3/CDC5L/CRNKL1/DHX8/ISY1/LSM4/PRPF40B/RBM22/SF3A1/SF3B1/SF3B4/SNRNP70/SRRM2/TFIP11/XAB2"
"H4 histone acetyltransferase complex",0.0723638445275081,"EPC1/ING3/KANSL1/KAT8/MBTD1/MSL1/MSL2/PHF20/PHF20L1"
"cullin-RING ubiquitin ligase complex",0.0739550824854512,"APPBP2/CACYBP/CDC23/CDKN1B/CKS1B/COP1/CUL3/CUL4B/ENC1/FBXL20/FBXL4/FBXL5/FBXO38/KCTD13/KLHL21/KLHL22/PCMTD1/SPOP/SPOPL/TRPC4AP/WDTC1/ZER1/ZSWIM6/ZSWIM8/ZYG11B"
"PcG protein complex",0.0746953663576596,"ASXL2/CBX7/CBX8/EZH1/JARID2/PCGF5/RYBP/YY1"
"mitotic spindle pole",0.0746953663576596,"FAM83D/KATNBL1/MAPKBP1/NIN/PLK1/RMDN2/SPAG5/STAG2"
"nuclear chromosome",0.0764766867887327,"AGO3/ARID4A/BAZ1A/BIRC5/BRD4/CARM1/GINS3/H3-3A/HORMAD1/INCENP/ING3/INO80C/KMT2E/LRWD1/NCAPH/PHF12/PLK1/POLD3/POLE4/RAD21/RAD51/SETX/SIN3B/SMC2/SMCHD1/SRCAP/TIPIN/TOP2A/TRIM24/YY1"
"X chromosome",0.0770462892043729,"H3-3A/PCGF5/SIN3B/SMCHD1"
"nuclear pore nuclear basket",0.0770462892043729,"MAD2L1/NUP153/NUP98/TPR"
"MLL3/4 complex",0.0770462892043729,"KDM6B/KMT2C/KMT2D/NCOA6"
"melanosome",0.0814355599898482,"ANXA11/ATP6V0A1/ATP6V1G2/ATP7A/CCT4/GGH/GNA13/HSP90AB1/HSPA8/MYH11/MYO5A/NCSTN/RAB35/RAB5B/RAC1/SDCBP/TPCN2"
"pigment granule",0.0814355599898482,"ANXA11/ATP6V0A1/ATP6V1G2/ATP7A/CCT4/GGH/GNA13/HSP90AB1/HSPA8/MYH11/MYO5A/NCSTN/RAB35/RAB5B/RAC1/SDCBP/TPCN2"
"endocytic vesicle membrane",0.0815470423662801,"AP2A1/APPL2/ATP6V0A1/ATP6V0D1/ATP7A/CAMK2G/CD163/CD4/DYNC1LI1/HVCN1/IGF2R/LAMP2/LYN/PIK3C3/PIK3R4/RAB11FIP1/RAB22A/RAB35/SNAP23/STX4/SYT2/TAP2/TLR1/TLR6/UBC/VAMP8/WNT4"
"synaptic vesicle",0.0893709398006765,"APP/ATP2B1/ATP6V0A1/ATP6V0D1/ATP6V1A/ATP6V1G2/CLCN4/CLCN5/CLN3/DMXL2/IQSEC1/KIRREL3/LRRK2/MME/MYOF/NCSTN/NDEL1/PDE4B/PICALM/PSEN1/PTPRN2/RAB3D/RAB40B/RAB5B/STX6/STX7/SYT2/TPRG1L"
"ribonucleoprotein granule",0.0903686307675216,"AGO1/AGO2/AGO3/AGO4/APOBEC3A/ATXN2/BMAL1/C9orf72/CAPRIN1/CASC3/CDC42/CELF1/DDX3X/DYRK3/EIF4EBP2/FMR1/GARRE1/HNRNPK/IQGAP1/ISG20/KPNB1/LSM4/NBDY/NUFIP2/PABPC1L/RAC1/SAMD4B/SARNP/SQSTM1/TNRC6B/TNRC6C/TUBA1A/UPF1/UPF2"
"filopodium tip",0.0944906129059924,"ABI1/AP2A1/EPHB1/FMR1/MYO5A"
"microvillus",0.0944906129059924,"ANGPT1/ATP6V1A/ATP7A/CD302/CLIC4/FCRL3/FSCN1/IQGAP2/LRRK2/MSN/MYO1F/NHERF1/PLEKHG6/SLC6A6/SLC7A11"
"fibrillar center",0.0944906129059924,"AKNA/ARHGAP33/BTBD10/CD2BP2/DUSP11/ESRRA/FOXJ2/IP6K1/JAZF1/KDM4A/LIPA/MAP3K14/NFIC/NOP53/SIRT1/SMAD7/SPECC1/STAG2/TRERF1/TTF1/TXNRD1"
"Cul4A-RING E3 ubiquitin ligase complex",0.0967142546620634,"CDKN1B/COP1/CUL4B/TRPC4AP"
"beta-catenin-TCF complex",0.0967142546620634,"LDB1/TCF7L2/TLE1/TLE4"
"nuclear membrane",0.0976980748055747,"AHCTF1/C9orf72/CASC3/CCNI/CENPF/DNAJB12/EMD/EPC1/ERBIN/ERN1/GLE1/GRK5/IFFO1/INPP4A/KPNA2/KPNA4/KPNB1/MYOF/NUP153/NUP50/NUP98/OSBPL8/PAK1/PHF20/PSEN1/RIF1/RNF123/SDCBP/SENP2/SIRT1/SLC16A3/SPAST/SYNE2/TMEM43/TNRC18/TPR/ZBED1/ZNF383"
"RNA polymerase II transcription regulator complex",0.100455746147521,"ATF6/ATXN7/ATXN7L3/BACH1/BMAL1/CCNH/CREB1/CREB3/E2F2/GTF2B/LDB1/MED14/MED25/MED28/NCOA1/NCOA2/NFYA/NFYC/RXRA/SMAD2/SMAD7/STAT3/STAT5A/STAT5B/STAT6/TAF1/TAF4/TCF7L2/TLE1/TLE4/VDR/XBP1"
"GTPase complex",0.10245157579604,"GNA13/GNAI2/GNAT2/GNB1/GNB4/GNG11/GNG2/GNGT2"
"tertiary granule membrane",0.10245157579604,"ADAM10/ADAM8/ATP11A/CD93/CLEC4C/ITGAX/LILRB2/NBEAL2/PTAFR/SIRPA/SNAP23/VAMP8"
"azurophil granule lumen",0.112171150209038,"ACTR2/ARSA/C3/CPPED1/FTL/GGH/HEBP2/IMPDH1/MAPK1/MNDA/RETN/RNASET2/SDCBP/UNC13D"
"ciliary basal body",0.113340039182192,"AKT1/B9D2/CCDC170/CDKL5/CENPF/CSNK1D/DAAM1/DCTN1/GLE1/IFT88/INTU/JADE1/MARK4/MKS1/NEDD9/NPHP4/POC1B/RPGR/SPAG5/TBC1D30/TOPORS/TTLL4/WHRN"
"SWI/SNF superfamily-type complex",0.118991170827515,"ARID1A/BAZ1A/BAZ2A/BICRAL/DDX21/DPF2/GATAD2B/ING3/INO80C/RSF1/SF3B1/SMARCC1/SRCAP/YY1"
"amphisome",0.118991170827515,"CHMP1B/CHMP3/LRRK2/SQSTM1"
"pronucleus",0.118991170827515,"CCNA2/CENPF/RIF1/TET3"
"ESCRT complex",0.129451800595302,"CHMP1B/CHMP3/HGS/TSG101/VPS37B/VPS37C"
"exocytic vesicle",0.132107733274908,"APP/ATP2B1/ATP6V0A1/ATP6V0D1/ATP6V1A/ATP6V1G2/CLCN4/CLCN5/CLN3/DMXL2/IQSEC1/KIRREL3/LRRK2/MME/MYOF/NCSTN/NDEL1/PDE4B/PICALM/PSEN1/PTPRN2/RAB3D/RAB40B/RAB5B/STX6/STX7/SYT2/TPRG1L/UNC13D"
