"Pathway","Adjusted_Pvalue","Genes"
"microtubule nucleation",0.999999999999998,"HAUS1/NEDD1/NME7/SLAIN1/TUBG1"
"negative regulation of cysteine-type endopeptidase activity involved in apoptotic process",0.999999999999998,"ARL6IP1/CAAP1/DNAJA3/LAMP3/RNF34"
"protein insertion into membrane",0.999999999999998,"EMC6/GET1/TMCO1/TMEM147/UBL4A"
"determination of left/right symmetry",0.999999999999998,"ALG5/ARL6/BBS5/DNAAF2/DYNC2LI1/GALNT11/IFT57/IFT74/MKKS/MKS1/PSKH1/TMEM107"
"regulation of leukocyte mediated cytotoxicity",0.999999999999998,"CADM1/CRTAM/FADD/KLRC2/KLRC4/KLRK1/LAG3/POMC/SLAMF6"
"regulation of vacuole organization",0.999999999999998,"LAPTM4B/RNF5/SNX4/SNX7/TRIM32/UBQLN2"
"pyridine-containing compound metabolic process",0.999999999999998,"ARL2/IDH2/JMJD8/LDHA/LDHB/MDH1/ME1/NAXE/NMNAT3/NNMT/PNPO/PRPS2/PSAT1/RBKS/RPE"
"positive regulation of inflammatory response to antigenic stimulus",0.999999999999998,"CCR7/LTA"
"aspartate family amino acid catabolic process",0.999999999999998,"GOT1/GOT2"
"carnitine metabolic process",0.999999999999998,"ACADM/CPT2"
"DNA integration",0.999999999999998,"GIN1/SETMAR"
"CDP-diacylglycerol biosynthetic process",0.999999999999998,"AGPAT5/LCLAT1"
"somatic hypermutation of immunoglobulin genes",0.999999999999998,"MSH2/UNG"
"rRNA 3'-end processing",0.999999999999998,"ERI1/EXOSC3"
"regulation of intracellular lipid transport",0.999999999999998,"ARV1/PCSK9"
"transforming growth factor beta1 production",0.999999999999998,"GATA6/LAPTM4B"
"positive regulation of toll-like receptor 4 signaling pathway",0.999999999999998,"PTPN22/ZNRF1"
"G protein-coupled purinergic nucleotide receptor signaling pathway",0.999999999999998,"GPR171/P2RY14"
"glucocorticoid secretion",0.999999999999998,"ECRG4/POMC"
"negative T cell selection",0.999999999999998,"ATG5/CCR7"
"positive regulation of gene expression via chromosomal CpG island demethylation",0.999999999999998,"APOBEC3C/APOBEC3F"
"CDP-diacylglycerol metabolic process",0.999999999999998,"AGPAT5/LCLAT1"
"regulation of endosome size",0.999999999999998,"BORCS6/SNAPIN"
"negative regulation of release of sequestered calcium ion into cytosol",0.999999999999998,"FKBP1B/SRI"
"mitochondrial ribosome assembly",0.999999999999998,"DDX28/MTERF3"
"Golgi lumen acidification",0.999999999999998,"ATP6V1F/ATP6V1H"
"thrombin-activated receptor signaling pathway",0.999999999999998,"F2R/STMN1"
"skeletal muscle acetylcholine-gated channel clustering",0.999999999999998,"DNAJA3/FNTA"
"regulation of cellular response to osmotic stress",0.999999999999998,"BAD/SLC25A23"
"natural killer cell differentiation",0.999999999999998,"PGLYRP2/RABL3/TYRO3"
"negative regulation of DNA replication",0.999999999999998,"CAMSAP3/DYNLL1/TIPIN"
"ATP transport",0.999999999999998,"CALHM2/SLC25A17/SLC25A23"
"microvillus organization",0.999999999999998,"EZR/PLS1/RAP1GAP"
"thymic T cell selection",0.999999999999998,"ATG5/CCR7/CD3G"
"positive regulation of regulatory T cell differentiation",0.999999999999998,"DUSP10/IL4I1/SOCS1"
"chondroitin sulfate proteoglycan biosynthetic process",0.999999999999998,"B3GALT6/CHPF/UGDH"
"chaperone-mediated protein complex assembly",0.999999999999998,"BBS12/MKKS/STUB1"
"mitochondrial calcium ion homeostasis",0.999999999999998,"IMMT/MCUB/SLC25A23"
"positive regulation of glial cell proliferation",0.999999999999998,"LTA/MYB/PRKCI"
"positive regulation of DNA repair",0.999999999999998,"ACTL6A/BABAM2/H2AX/HELQ/MEAF6/PCNA/RIF1/RUVBL2/SETMAR/TMEM161A/UBE2V2/UCHL5"
"protein processing",0.999999999999998,"ATG4A/ATG4C/ATP23/BAD/BAG2/CASP7/FADD/GAS1/IMMP2L/MIPEP/OMA1/PARL/PCSK1N/PCSK9/PERP/PRKACB/SIRT4/SLC30A5/SPON1/YIPF5"
"negative regulation of cell cycle G2/M phase transition",0.999999999999998,"BABAM2/BLM/CHMP4C/MBTPS2/PINX1/WEE1/ZNF830"
"heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules",0.999999999999998,"AMIGO2/CADM1/CRTAM/CXADR/VCAM1"
"regulation of telomere maintenance via telomerase",0.999999999999998,"ACD/FBXO4/PINX1/POT1/TINF2"
"regulation of telomere maintenance",0.999999999999998,"ACD/ACTL6A/FBXO4/LMNA/NSMCE4A/PINX1/POT1/RUVBL2/TINF2/UCHL5"
"regulation of translational initiation",0.999999999999998,"ALKBH1/DDX1/EIF2B2/EIF2S1/EIF4EBP1/MIF4GD/NCK1/YTHDF2"
"oocyte maturation",0.999999999999998,"AURKA/PPP2R1A/WASHC5/YTHDF2"
"postreplication repair",0.999999999999998,"MSH2/PCNA/POLD1/UBE2V2"
"retrotransposon silencing",0.999999999999998,"APOBEC3C/APOBEC3F/APOBEC3G/ZNF91"
"peptidyl-cysteine modification",0.999999999999998,"CHCHD4/RAB6A/SNTA1/ZDHHC12"
"transforming growth factor beta production",0.999999999999998,"ATF2/GATA6/LAPTM4B/MYB"
"endoderm formation",0.999999999999998,"CTR9/DUSP2/EOMES/GATA6/LEO1/NOG"
"regulation of lymphocyte apoptotic process",0.999999999999998,"CD3G/EFNA1/FADD/GIMAP8/KIFAP3/PERP"
"protein localization to chromatin",0.999999999999998,"APLF/H4C3/MSH2/RUVBL2/SGF29/VRK1"
"regulation of microtubule polymerization or depolymerization",0.999999999999998,"ARL2/CAMSAP3/HAUS1/MAPRE2/NME7/SLAIN1/STMN1/TBCD/TUBB4A"
"prostaglandin metabolic process",0.999999999999998,"AKR1B1/CBR1/CES2/PIBF1/PRXL2B"
"Schwann cell differentiation",0.999999999999998,"ERBB3/HRAS/ILK/POU3F1/SOD1"
"regulation of autophagosome assembly",0.999999999999998,"RNF5/SNX4/SNX7/TRIM32/UBQLN2"
"xenobiotic metabolic process",0.999999999999998,"ABCB1/CBR1/CBR3/CES2/CRYZ/CYB5B/CYP2J2/N6AMT1/SLC29A3/SULT1C4/VKORC1"
"positive regulation of tyrosine phosphorylation of STAT protein",0.999999999999998,"ARL2BP/FYN/PIBF1"
"positive regulation of vacuole organization",0.999999999999998,"SNX4/SNX7/TRIM32"
"viral budding",0.999999999999998,"CHMP4C/MVB12B/VPS37A"
"regulation of B cell receptor signaling pathway",0.999999999999998,"GCSAM/LPXN/PTPN22"
"negative regulation of T cell apoptotic process",0.999999999999998,"EFNA1/FADD/KIFAP3"
"regulation of brown fat cell differentiation",0.999999999999998,"DUSP10/FTO/NAPEPLD"
"regulation of myoblast proliferation",0.999999999999998,"ATF2/GATA6/MALAT1"
"protein localization to centrosome",0.999999999999998,"AURKA/CEP72/PARD6A/PIBF1"
"negative regulation of mononuclear cell migration",0.999999999999998,"CCL2/CD200R1/GCSAM/KLRK1"
"presynaptic modulation of chemical synaptic transmission",0.999999999999998,"CHRNA5/CHRNA6/NOG/YWHAH"
"unsaturated fatty acid metabolic process",0.999999999999998,"ABHD6/AKR1B1/CBR1/CES2/CYP2J2/ELOVL4/MGST3/PIBF1/PRXL2B/SCD5"
"regulation of mitotic sister chromatid separation",0.999999999999998,"ANAPC11/BUB3/CDC23/PCID2/ZW10/ZWILCH"
"negative regulation of chromosome organization",0.999999999999998,"ACD/BUB3/PCID2/PINX1/POT1/SETMAR/TINF2/ZW10/ZWILCH"
"proton transmembrane transport",0.999999999999998,"ATP5ME/ATP5PF/ATP5PO/ATP6V1F/ATP6V1H/COA8/MTCO2P12/NDUFA8/NDUFA9/NDUFB5/NDUFB7/NDUFC1/NDUFC2/SLC25A12/SLC4A11/UQCR10"
"regulation of receptor internalization",0.999999999999998,"ATAD1/DTNBP1/NCDN/PCSK9/RALA/UBQLN2/WDR54"
"glycolipid biosynthetic process",0.999999999999998,"B3GALT2/B3GALT4/PIGN/PIGU/SCCPDH/SLC30A5/ST6GALNAC6"
"positive regulation of telomere maintenance",0.999999999999998,"ACD/ACTL6A/FBXO4/POT1/RUVBL2/TINF2/UCHL5"
"cellular response to ionizing radiation",0.999999999999998,"BABAM2/BLM/FBXO4/H2AX/HRAS/INTS7/RAD9B"
"regulation of membrane permeability",0.999999999999998,"ACAA2/ALKBH7/ATF2/BAD/LAPTM4B/STPG1/TMEM14A"
"protein localization to vacuole",0.999999999999998,"AP3M1/ATP13A2/GPR137B/MON1A/MVB12B/PIK3R4/RRAGA/VPS37A"
"positive regulation of receptor recycling",0.999999999999998,"NSF/NSG1"
"somatic diversification of immune receptors via somatic mutation",0.999999999999998,"MSH2/UNG"
"chondrocyte differentiation involved in endochondral bone morphogenesis",0.999999999999998,"ATF2/TRIP11"
"ethanol catabolic process",0.999999999999998,"ALDH1B1/SULT1C4"
"CTP biosynthetic process",0.999999999999998,"NME3/NME7"
"signal peptide processing",0.999999999999998,"IMMP2L/PARL"
"SRP-dependent cotranslational protein targeting to membrane, signal sequence recognition",0.999999999999998,"RN7SL1/SRPRB"
"outer mitochondrial membrane organization",0.999999999999998,"MTCH2/MTX2"
"mitotic centrosome separation",0.999999999999998,"AURKA/RANBP1"
"pyrimidine ribonucleoside triphosphate biosynthetic process",0.999999999999998,"NME3/NME7"
"regulation of mitochondrial fusion",0.999999999999998,"MTCH2/OMA1"
"regulation of cell projection size",0.999999999999998,"EZR/PLS1"
"dicarboxylic acid biosynthetic process",0.999999999999998,"GOT1/GOT2"
"protein insertion into mitochondrial outer membrane",0.999999999999998,"MTCH2/MTX2"
"meiotic sister chromatid cohesion",0.999999999999998,"PPP2R1A/RAD51C"
"spindle elongation",0.999999999999998,"PPP2R1A/RACGAP1"
"morphogenesis of an epithelial bud",0.999999999999998,"FGFR2/NOG"
"negative regulation of dendritic spine development",0.999999999999998,"DTNBP1/EFNA1"
"regulation of type B pancreatic cell proliferation",0.999999999999998,"CDK4/FMC1"
"cellular response to salt stress",0.999999999999998,"AKR1B1/SLC25A23"
"T cell extravasation",0.999999999999998,"CCL2/FADD"
"regulation of protein K63-linked ubiquitination",0.999999999999998,"PTPN22/UBE2V2"
"regulation of dendritic spine maintenance",0.999999999999998,"FYN/VPS35"
"positive regulation of tumor necrosis factor-mediated signaling pathway",0.999999999999998,"TRAF2/TRIM32"
"regulation of retrograde protein transport, ER to cytosol",0.999999999999998,"ERLEC1/UBAC2"
"autophagy of mitochondrion",0.999999999999998,"ATG4A/ATG4C/ATG5/ATP13A2/CISD2/EIF2S1/PARL/SNX7/STUB1/TIMM23"
"natural killer cell activation",0.999999999999998,"FYN/IL21R/KLRC2/KLRK1/PGLYRP2/PIBF1/PTPN22/RABL3/TYRO3"
"positive regulation of transcription initiation by RNA polymerase II",0.999999999999998,"MED16/MED19/MED20/MED27/MED7/MED8"
"epithelial structure maintenance",0.999999999999998,"CXADR/LSR/MKS1/ZNF830"
"retrotransposition",0.999999999999998,"APOBEC3C/APOBEC3F/APOBEC3G/ZNF91"
"regulation of isotype switching",0.999999999999998,"APLF/EXOSC3/MSH2/RIF1"
"regulation of regulatory T cell differentiation",0.999999999999998,"DUSP10/IL4I1/LAG3/SOCS1"
"regulation of megakaryocyte differentiation",0.999999999999998,"CNOT4/H4C3/MYB/PRMT6"
"protein localization to microtubule organizing center",0.999999999999998,"AURKA/CEP72/PARD6A/PIBF1"
"maturation of LSU-rRNA",0.999999999999998,"PAK1IP1/RPF2/TRMT112"
"synaptic vesicle maturation",0.999999999999998,"ATP6V1F/ATP6V1H/SNAPIN"
"chondroitin sulfate metabolic process",0.999999999999998,"B3GALT6/CHPF/UGDH"
"positive regulation of Rho protein signal transduction",0.999999999999998,"ARHGEF3/F2R/RTN4R"
"gamma-delta T cell activation",0.999999999999998,"CD3G/CXADR/GPR18"
"regulation of postsynaptic neurotransmitter receptor internalization",0.999999999999998,"ATAD1/NCDN/RALA"
"glycosyl compound catabolic process",0.999999999999998,"APOBEC3C/APOBEC3G/ENPP4"
"regulation of ERAD pathway",0.999999999999998,"STUB1/TMX1/UBQLN2"
"peptidyl-lysine modification",0.999999999999998,"ANTKMT/DOHH/EEF1AKMT1/EEF1AKMT3/EEF2KMT/GCSH/HMG20B/LIPT1/METTL18/NDUFAB1/NSMCE4A/SIRT4"
"metaphase chromosome alignment",0.999999999999998,"BUB3/CDC23/CENPQ/CHMP4C/PIBF1/PINX1/RACGAP1/ZW10/ZWILCH"
"response to UV",0.999999999999998,"CASP7/COPS9/EIF2S1/MEN1/MSH2/OPN3/PCNA/POLD1/RBX1/RUVBL2/TIPIN/TMEM161A/TRIM32"
"vesicle-mediated transport to the plasma membrane",0.999999999999998,"ANKRD27/EXOC2/EXOC5/GOLPH3L/NSF/NSG1/PREPL/RAB10/SLC1A1/SNX4/SNX7/VPS35/VPS50"
"unsaturated fatty acid biosynthetic process",0.999999999999998,"CBR1/ELOVL4/PIBF1/PRXL2B/SCD5"
"positive regulation of DNA recombination",0.999999999999998,"ACTL6A/EXOSC3/HELQ/MEAF6/MSH2/RIF1/RUVBL2"
"regulation of chromosome separation",0.999999999999998,"ANAPC11/BUB3/CDC23/NCAPH/PCID2/ZW10/ZWILCH"
"left/right pattern formation",0.999999999999998,"ALG5/ARL6/BBS5/DNAAF2/DYNC2LI1/GALNT11/IFT57/IFT74/MKKS/MKS1/PSKH1/TMEM107"
"negative regulation of telomere maintenance",0.999999999999998,"ACD/PINX1/POT1/TINF2"
"inner ear receptor cell stereocilium organization",0.999999999999998,"MKS1/PLS1/SOD1/TRIP11"
"protein K11-linked ubiquitination",0.999999999999998,"ANAPC10/ANAPC11/CDC23/UBE2T"
"cellular response to alkaloid",0.999999999999998,"BLM/CASP7/SLC1A1/TMEM38B"
"organelle fusion",0.999999999999998,"ANKRD27/ATP13A2/BET1/CHMP4C/GOSR2/MTCH2/NME3/OMA1/PARL/RCC1L/SNAP47/SNAPIN/YIPF5/ZNRF1"
"cellular response to UV",0.999999999999998,"COPS9/EIF2S1/OPN3/PCNA/POLD1/RBX1/RUVBL2/TMEM161A"
"microtubule-based movement",0.999999999999998,"AP3B2/AP3M1/ATG5/BBOF1/BBS12/BLOC1S4/BLOC1S5/BORCS6/CAMSAP3/CFAP298/DNAAF2/DNAI3/DNAI4/DTNBP1/DYNC2I2/DYNC2LI1/DYNLL1/DYNLT2B/DYNLT3/EFCAB6/IFT22/IFT46/IFT57/IFT70B/IFT74/IFT81/INTS13/JHY/KIFAP3/KIFBP/MKKS/NME7/RAB6A/SNAPIN/SOD1/TMEM230"
"ribosomal subunit export from nucleus",0.999999999999998,"RIOK2/SDAD1"
"formation of extrachromosomal circular DNA",0.999999999999998,"BLM/SMARCAL1"
"establishment of T cell polarity",0.999999999999998,"CCR7/CRTAM"
"inner cell mass cell proliferation",0.999999999999998,"PALB2/PELO"
"UDP-N-acetylglucosamine metabolic process",0.999999999999998,"DPAGT1/GFPT2"
"ethanol metabolic process",0.999999999999998,"ALDH1B1/SULT1C4"
"nuclear pore organization",0.999999999999998,"NDC1/NUP35"
"pyrimidine nucleoside monophosphate biosynthetic process",0.999999999999998,"DCK/UMPS"
"pyramidal neuron differentiation",0.999999999999998,"FGFR2/UQCRQ"
"ribosome localization",0.999999999999998,"RIOK2/SDAD1"
"sodium-independent organic anion transport",0.999999999999998,"MFSD10/SLCO4A1"
"regulation of response to osmotic stress",0.999999999999998,"BAD/SLC25A23"
"negative regulation of axon regeneration",0.999999999999998,"FIGNL2/RTN4R"
"medium-chain fatty acid metabolic process",0.999999999999998,"ACADM/OXSM"
"negative regulation of amino acid transport",0.999999999999998,"ARL6IP5/SLC43A1"
"ventricular cardiac muscle cell differentiation",0.999999999999998,"ATG5/LMNA"
"neuroblast division",0.999999999999998,"FGFR2/RAB10"
"regulation of thymocyte apoptotic process",0.999999999999998,"EFNA1/KIFAP3"
"fibroblast activation",0.999999999999998,"MYB/RGCC"
"meiotic spindle assembly",0.999999999999998,"AURKA/WASHC5"
"t-circle formation",0.999999999999998,"BLM/SMARCAL1"
"telomere maintenance via telomere trimming",0.999999999999998,"BLM/SMARCAL1"
"lysosomal membrane organization",0.999999999999998,"CHMP4C/LAPTM4B"
"neurotransmitter receptor transport to postsynaptic membrane",0.999999999999998,"NSG1/VPS35"
"positive regulation of execution phase of apoptosis",0.999999999999998,"CXCR3/FADD"
"negative regulation of NLRP3 inflammasome complex assembly",0.999999999999998,"CPTP/ZDHHC12"
"negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway",0.999999999999998,"ACAA2/TMEM14A"
"negative regulation of hematopoietic progenitor cell differentiation",0.999999999999998,"MYB/PCID2"
"positive regulation of cellular respiration",0.999999999999998,"CHCHD4/OPN3"
"negative regulation of lipid metabolic process",0.999999999999998,"C7orf50/CCDC3/DKK3/FMC1/GFI1/ORMDL2/PDE3B/PIBF1/SIRT4/TMX1"
"protein modification by small protein removal",0.999999999999998,"BABAM2/COPS4/COPS8/GPS1/OTUD7A/PSMD14/SENP8/UCHL5/USP11/USP18"
"neuromuscular junction development",0.999999999999998,"DNAJA3/F2R/FNTA/LIN7C/SNTA1"
"positive regulation of viral process",0.999999999999998,"ATG5/HACD3/NR5A2/STOM/TMEM250/TYRO3"
"telomere capping",0.999999999999998,"ACD/POT1/TINF2"
"cell proliferation in forebrain",0.999999999999998,"DIXDC1/FGFR2/RRM1"
"positive regulation of blood coagulation",0.999999999999998,"ENPP4/F2R/TBXA2R"
"positive regulation of collagen biosynthetic process",0.999999999999998,"F2R/MYB/RGCC"
"fibroblast apoptotic process",0.999999999999998,"API5/CASP7/IER3IP1"
"GMP metabolic process",0.999999999999998,"ADK/GART/PPAT"
"vesicle targeting, rough ER to cis-Golgi",0.999999999999998,"PREB/TMED10/TRAPPC6A"
"COPII vesicle coating",0.999999999999998,"PREB/TMED10/TRAPPC6A"
"eosinophil chemotaxis",0.999999999999998,"CCL2/CCL22/CCL8"
"positive regulation of hemostasis",0.999999999999998,"ENPP4/F2R/TBXA2R"
"G1/S transition of mitotic cell cycle",0.999999999999998,"ACTL6A/CCL2/CCNF/CCNH/CCNI2/CDK2AP2/CDK4/CPSF3/CRLF3/CUL1/EIF4EBP1/MBLAC1/MNAT1/PLRG1/RBL1/RGCC/RPA2/RRM1/TMEM14B/WEE1"
"cell surface receptor signaling pathway via JAK-STAT",0.999999999999998,"ARL2BP/CCL2/CRLF3/CTR9/F2R/FYN/OCIAD2/PIBF1/PIGU/SOCS1/STAT4"
"regulation of sequestering of calcium ion",0.999999999999998,"ATG5/CCR7/CXCR3/F2R/FASLG/FKBP1B/MTLN/PLCD1/SLC25A23/SRI/TMEM38B"
"regulation of viral process",0.999999999999998,"APOBEC3C/APOBEC3F/APOBEC3G/ATG5/HACD3/ISG15/LAMP3/NR5A2/OASL/STOM/TMEM250/TRIM32/TRIM68/TYRO3"
"midbrain development",0.999999999999998,"ATP5PF/DYNLL1/FGFR2/LDHA/UCHL5/UQCRQ/YWHAH/YWHAQ"
"motile cilium assembly",0.999999999999998,"BBOF1/BBS5/DYNLL1/IFT57/IFT81/JHY/MKS1"
"vesicle coating",0.999999999999998,"AP3B2/PREB/TMED10/TRAPPC6A"
"response to food",0.999999999999998,"MKKS/NENF/OXT/TMEM126B"
"transposition",0.999999999999998,"APOBEC3C/APOBEC3F/APOBEC3G/ZNF91"
"positive regulation of ATP-dependent activity",0.999999999999998,"DNAJC9/MSH2/POT1/SETMAR"
"regulation of natural killer cell activation",0.999999999999998,"KLRC2/PGLYRP2/PIBF1/PTPN22"
"positive regulation of G protein-coupled receptor signaling pathway",0.999999999999998,"POMC/PRMT5/SLC39A14/VPS35"
"regulation of release of cytochrome c from mitochondria",0.999999999999998,"BAD/LMNA/PARL/PSMD10"
"neurotransmitter receptor internalization",0.999999999999998,"AP3M1/ATAD1/NCDN/RALA"
"positive regulation of mitochondrial membrane permeability involved in apoptotic process",0.999999999999998,"ACAA2/ATF2/STPG1/TMEM14A"
"release of sequestered calcium ion into cytosol by endoplasmic reticulum",0.999999999999998,"FASLG/FKBP1B/SRI/TMEM38B"
"positive regulation of response to endoplasmic reticulum stress",0.999999999999998,"NCK1/STUB1/TMX1/UBQLN2"
"peptide metabolic process",0.999999999999998,"AASDH/BDH2/CHAC2/MIPEP/PGLYRP2/SLC1A1"
"Golgi to plasma membrane transport",0.999999999999998,"EXOC2/EXOC5/GOLPH3L/NSF/PREPL/RAB10"
"establishment of protein localization to plasma membrane",0.999999999999998,"GOLPH3L/NSF/NSG1/PREPL/RAB10/VPS35"
"neuron cellular homeostasis",0.999999999999998,"ATP6V1F/ATP6V1H/IMMT/NELL2/SNAPIN/TYRO3"
"protein destabilization",0.999999999999998,"FBXO4/ISOC2/RNF5/SERF2/VPS35"
"negative regulation of intracellular transport",0.999999999999998,"ERLEC1/PCSK9/RAB23/UBAC2/VPS35"
"response to nicotine",0.999999999999998,"BAD/CHRNA5/CHRNA6/CHRNB1/VCAM1"
"fatty acid derivative biosynthetic process",0.999999999999998,"ACAT1/ELOVL4/HMGCL/SLC27A2/TECR"
"positive regulation of DNA biosynthetic process",0.999999999999998,"FBXO4/PCNA/POT1/RFC4/RGCC"
"specification of symmetry",0.999999999999998,"ALG5/ARL6/BBS5/DNAAF2/DYNC2LI1/GALNT11/IFT57/IFT74/MKKS/MKS1/PSKH1/TMEM107"
"determination of bilateral symmetry",0.999999999999998,"ALG5/ARL6/BBS5/DNAAF2/DYNC2LI1/GALNT11/IFT57/IFT74/MKKS/MKS1/PSKH1/TMEM107"
"regulation of leukocyte mediated immunity",0.999999999999998,"APLF/CADM1/CRTAM/DDX1/EXOSC3/FADD/FERRY3/IL4I1/KLRC2/KLRC4/KLRK1/LAG3/LTA/MSH2/POMC/RIF1/SLAMF6/SNX4/TLR3/TRAF2"
"regulation of mitotic metaphase/anaphase transition",0.999999999999998,"ACTL6A/ANAPC11/BUB3/CDC23/PCID2/RIOK2/ZW10/ZWILCH"
"mitotic spindle organization",0.999999999999998,"AURKA/CENPH/CHMP4C/EML1/ILK/INTS13/PIBF1/RACGAP1/RANGRF/STMN1/TUBG1"
"GPI anchor biosynthetic process",0.999999999999998,"PIGN/PIGU/SLC30A5"
"hyperosmotic response",0.999999999999998,"AKR1B1/SLC25A23/TLR3"
"positive regulation of collagen metabolic process",0.999999999999998,"F2R/MYB/RGCC"
"C4-dicarboxylate transport",0.999999999999998,"LRRC8D/SLC1A1/SLC25A12"
"neurotransmitter receptor transport",0.999999999999998,"NSG1/SLC1A1/VPS35"
"erythrose 4-phosphate/phosphoenolpyruvate family amino acid metabolic process",0.999999999999998,"IL4I1/QDPR/THAP4"
"alcohol biosynthetic process",0.999999999999998,"ACAA2/ARV1/C7orf50/CYP51A1/DHCR7/DKK3/FDFT1/GFI1/GOT1/MBTPS2/MSMO1/QDPR"
"establishment of lymphocyte polarity",0.999999999999998,"CCR7/CRTAM"
"dendritic cell cytokine production",0.999999999999998,"DDX1/TLR3"
"regulation of dendritic cell cytokine production",0.999999999999998,"DDX1/TLR3"
"glutathione biosynthetic process",0.999999999999998,"CHAC2/SLC1A1"
"pyrimidine ribonucleoside monophosphate metabolic process",0.999999999999998,"DCK/UMPS"
"microvillus assembly",0.999999999999998,"EZR/RAP1GAP"
"regulation of DNA-templated DNA replication initiation",0.999999999999998,"MCM3/MCM6"
"ceramide transport",0.999999999999998,"ABCB1/CPTP"
"RNA capping",0.999999999999998,"CMTR2/SNRPG"
"calcium import into the mitochondrion",0.999999999999998,"MCUB/SLC25A23"
"protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway",0.999999999999998,"MVB12B/VPS37A"
"CTP metabolic process",0.999999999999998,"NME3/NME7"
"behavioral response to cocaine",0.999999999999998,"FADD/SDK1"
"organelle inheritance",0.999999999999998,"PDCD10/VRK1"
"Golgi inheritance",0.999999999999998,"PDCD10/VRK1"
"hydrogen peroxide biosynthetic process",0.999999999999998,"FYN/SOD1"
"centrosome separation",0.999999999999998,"AURKA/RANBP1"
"establishment of blood-brain barrier",0.999999999999998,"LSR/RECK"
"negative regulation of neuron projection regeneration",0.999999999999998,"FIGNL2/RTN4R"
"tricarboxylic acid metabolic process",0.999999999999998,"IDH2/SIRT4"
"regulation of receptor binding",0.999999999999998,"NOG/PCSK9"
"insulin metabolic process",0.999999999999998,"SLC30A5/YIPF5"
"establishment of protein localization to postsynaptic membrane",0.999999999999998,"NSG1/VPS35"
"regulation of miRNA processing",0.999999999999998,"BCDIN3D/TRUB1"
"insulin secretion involved in cellular response to glucose stimulus",0.999999999999998,"BAD/DYNLL1/FKBP1B/JAGN1/SELENOT/SRI"
"RNA polymerase II preinitiation complex assembly",0.999999999999998,"MED16/MED19/MED20/MED27/MED7/MED8"
"regulation of mitotic nuclear division",0.999999999999998,"ANAPC11/AURKA/BUB3/CDC23/FBXW5/PCID2/PRMT5/RGCC/ZW10/ZWILCH"
"positive regulation of BMP signaling pathway",0.999999999999998,"FBXL15/GATA6/ILK/PELO"
"fatty-acyl-CoA metabolic process",0.999999999999998,"ACAT1/ELOVL4/SLC27A2/TECR"
"positive regulation of receptor signaling pathway via JAK-STAT",0.999999999999998,"CRLF3/F2R/OCIAD2/PIBF1"
"axonemal dynein complex assembly",0.999999999999998,"DNAAF2/DNAI3/DNAI4/LRRC61"
"regulation of actin filament-based movement",0.999999999999998,"DSP/RANGRF/SCN5A/SRI"
"brown fat cell differentiation",0.999999999999998,"ALDH6A1/DUSP10/FTO/NAPEPLD/PEX11A"
"regulation of sodium ion transmembrane transport",0.999999999999998,"PCSK9/RANGRF/SCN5A/SNTA1/YWHAH"
"hematopoietic progenitor cell differentiation",0.999999999999998,"AGPAT5/ATF2/CIAO3/DNAI4/EML1/MYB/PCID2/RLIG1/SLC7A6OS/WDR7/YTHDF2"
"regulation of protein catabolic process",0.999999999999998,"ATP13A2/ATRAID/AURKA/BAG2/CYP51A1/EZR/FAF1/FBXO22/FYN/KEAP1/LAMP3/LAPTM4B/NSF/PCSK9/PSMD1/PSMD10/PSMD14/RBX1/SF3B3/STUB1/STYX/TIMP3/TMX1/TRIM32/UBQLN2/UCHL5/VPS35/ZNF268"
"negative regulation of NF-kappaB transcription factor activity",0.999999999999998,"COMMD7/DNAJA3/FAF1/GFI1/LRRC14/PSMD10/TRIM37"
"steroid biosynthetic process",0.999999999999998,"ABCD3/ACAA2/AKR1B1/ARV1/C7orf50/CYP51A1/DHCR7/DKK3/ERG28/FDFT1/GFI1/HSD17B8/MBTPS2/MSMO1/SLC27A2"
"regulation of G1/S transition of mitotic cell cycle",0.999999999999998,"ACTL6A/CCL2/CCNH/CDK2AP2/CPSF3/CRLF3/MBLAC1/MNAT1/PLRG1/RBL1/RGCC/RPA2/RRM1/TMEM14B/WEE1"
"leukocyte apoptotic process",0.999999999999998,"CASP7/CCR7/CD3G/DNAJA3/EFNA1/FADD/FASLG/GIMAP8/KIFAP3/PERP"
"lysosomal transport",0.999999999999998,"AKTIP/AP3M1/ATP13A2/CCDC91/CHMP4C/LYSET/PCSK9/PIK3R4/PLEKHF1/SNAPIN/VPS35"
"sequestering of calcium ion",0.999999999999998,"ATG5/CCR7/CXCR3/F2R/FASLG/FKBP1B/MTLN/PLCD1/SLC25A23/SRI/TMEM38B"
"negative regulation of osteoblast differentiation",0.999999999999998,"ID3/MEN1/NOG/RIOX1/TMEM53/TMEM64"
"mitophagy",0.999999999999998,"ATG4A/ATG4C/ATG5/EIF2S1/PARL/SNX7/STUB1/TIMM23"
"positive regulation of protein secretion",0.999999999999998,"ACHE/ATP13A2/BAD/DYNLL1/EXPH5/GOLPH3L/IER3IP1/ORAI1/PARD6A/SRI/TMED10/VPS35"
