"Pathway","Adjusted_Pvalue","Genes"
"RNA endonuclease activity",0.210008347650463,"ANG/ANKZF1/APEX1/CPSF3/DBR1/DROSHA/ELAC1/ELAC2/ENDOG/ENDOV/EXO1/EXOG/FEN1/INTS11/LACTB2/MBLAC1/NOB1/NUDT12/PIWIL2/PIWIL4/PLD6/POP1/POP4/POP5/POP7/PRORP/RCL1/RIDA/RNASE1/RNASE2/RNASEH2A/RPP14/RPP21/RPP25/RPP30/RPP38/RPP40/SND1/TSEN2/TSEN34/YBEY/ZC3H12A/ZC3H12B/ZC3H12D"
"acetyltransferase activity",0.21236595173877,"ABHD14B/ACAA1/ACAA2/ACAT1/ACAT2/ATAT1/BRD1/CASD1/CLOCK/CRAT/CREBBP/DBT/DLAT/ELP3/EP300/GCAT/GNPAT/GNPNAT1/GTF3C4/HADHA/HADHB/HAT1/ING4/JADE1/JADE2/KAT14/KAT2A/KAT5/KAT6A/KAT7/KAT8/LCAT/LPCAT1/LPCAT4/MEAF6/NAA10/NAA16/NAA20/NAA40/NAA80/NAGS/NAT1/NAT10/NAT14/NAT9/NCOA1/PAFAH1B2/PAFAH1B3/PAFAH2/PHF10/SAT2/SATL1/TADA2A/TAF1L/TAF9"
"DNA replication origin binding",0.21302477034859,"CDC45/CDC6/DDX11/GRWD1/HSPD1/KAT7/MCM5/ORC2/ORC3/ORC4/ORC5/POLA1"
"quinone binding",0.21302477034859,"AOC2/AOC3/CBR4/COQ10A/ETFDH/NDUFS2/NDUFS7/SDHB/SDHD/SQOR/VKORC1/VKORC1L1"
"heat shock protein binding",0.216793940330833,"ADORA1/AHSA1/APOA1/APOA2/BAG2/BAG6/BAX/BCOR/CAMKMT/CDC37/CDC37L1/CDK5/CDKN1B/CYP1A1/CYP2E1/DAXX/DNAJA3/DNAJA4/DNAJB1/DNAJB2/DNAJB8/DNAJC18/DNAJC7/DNAJC8/DNAJC9/EEF1AKMT3/FAF1/FKBP4/FKBP5/FKBP6/GBP1/HDAC2/HDAC6/HIF1A/HIKESHI/HSF1/HSP90AB1/HSPA14/HSPA1L/HSPA6/HSPA7/HSPA8/IQCG/ITGAM/LMAN2/MAPT/METTL18/METTL21A/METTL23/NOD2/NPAS2/NUP62/PACRG/PGLYRP1/PPID/PPP5C/PRKN/PTGES3/PTGES3L/RNF207/RPS3/SACS/SLC12A2/SPN/ST13/STIP1/STUB1/TELO2/TOMM34/TTC4/UNC45A/UNC45B"
"copper ion binding",0.221491095748796,"ADNP/ALB/ANG/AOC2/AOC3/ATP13A2/ATP7B/CCS/COA6/COMMD1/COX11/COX17/CUTA/CUTC/DBH/DCT/F5/GPC1/HAMP/IL1A/LACC1/LOX/LOXL1/LOXL2/LOXL4/MOXD1/MOXD2P/MT3/MTCO2P12/PARK7/RNF7/S100A12/S100A13/S100A5/SNAI3/SOD1/SUMF1/TP53"
"peptidyl-prolyl cis-trans isomerase activity",0.222708760093293,"AIP/FKBP10/FKBP1A/FKBP1B/FKBP1C/FKBP2/FKBP3/FKBP4/FKBP5/FKBP7/FKBP9/PIN1/PIN4/PPIA/PPIAL4A/PPIAL4C/PPIAL4D/PPIAL4H/PPID/PPIE/PPIH/PPIL1/PPIL3/PPWD1/PTPA"
"sugar transmembrane transporter activity",0.222708760093293,"MFSD4A/MFSD4B/SLC23A3/SLC2A10/SLC2A11/SLC2A14/SLC2A3/SLC2A4/SLC2A5/SLC2A6/SLC2A7/SLC2A8/SLC45A1/SLC45A3/SLC50A1/SLC5A10/SLC5A11/SLC5A2/SLC5A3/SLC5A9"
"acyl-CoA hydrolase activity",0.227427107606478,"ABCD2/ABCD3/ACAA2/ACOT1/ACOT12/ACOT13/ACOT2/ACOT4/ACOT7/ACOT8/BAAT/MBLAC2/OLAH/PLA2G6/THEM4/THEM5"
"ATP hydrolysis activity",0.234826940550702,"ABCA1/ABCA13/ABCA3/ABCA6/ABCB1/ABCB10/ABCB11/ABCB4/ABCB6/ABCB7/ABCB8/ABCB9/ABCC1/ABCC10/ABCC11/ABCD2/ABCD3/ABCD4/ABCE1/ABCF2/ABCG1/ABCG2/AFG1L/AFG2A/AK6/ALPL/ATAD1/ATAD3A/ATAD3B/ATAD3C/ATAD5/ATP10A/ATP10B/ATP11A/ATP11B/ATP13A1/ATP13A2/ATP1A2/ATP1A3/ATP2A3/ATP2C1/ATP2C2/ATP5F1A/ATP5F1B/ATP5F1C/ATP6V1G2/ATP6V1H/ATP7B/ATP8A2/ATP8B1/ATP8B2/ATP8B4/ATP9A/BCS1L/BLM/C10orf88/CARNS1/CCT2/CCT3/CCT4/CCT5/CCT6A/CCT7/CCT8/CDC6/CHD1/CHD2/CHD7/CHTF18/CLPX/DDX1/DDX10/DDX11/DDX18/DDX19B/DDX20/DDX21/DDX23/DDX28/DDX31/DDX42/DDX46/DDX49/DDX50/DDX51/DDX55/DDX56/DDX60/DDX60L/DHX16/DHX30/DHX32/DHX33/DHX35/DHX37/DHX57/DNAH10/DNAH3/DNAH6/DNAH8/DQX1/EIF4A2/EIF4A3/ERCC2/ERCC3/ERCC6L/FBH1/FIGN/FIGNL1/FIGNL2/GET3/GPN1/HELQ/HSP90AA2P/HSP90AA4P/HSP90AA5P/HSP90AB1/HSP90AB2P/HSP90AB3P/HSPA14/HSPA1L/HSPA6/HSPA7/HSPA8/HSPD1/IFIH1/IGHMBP2/IQCA1/KATNA1/KATNAL2/KIF13A/KIF14/KIF16B/KIF1A/KIF1B/KIF20A/KIF21A/KIF25/KIF28P/KIF2A/KIF3A/KIF3B/KIF5C/KIF6/KIFC2/LONP1/MCM3/MCM5/MCM6/MCM7/MCM8/MDN1/MLH1/MLH3/MORC2/MORC4/MSH2/MTREX/MYH3/MYO19/MYO1E/NAIP/NAV2/NAV3/NLRP3/NSF/NTPCR/NVL/OLA1/ORC4/PEX1/PEX6/PFN2/PIF1/PMS1/PMS2P3/PMS2P5/PSMC2/PSMC3/PSMC4/PSMC5/RAD50/RAD51D/RECQL/RECQL4/RECQL5/RFC2/RFC4/RFC5/RHOBTB3/RIGI/RNF213/RUVBL1/RUVBL2/SKIC2/SLFN11/SMARCAD1/SMC1B/SMC2/SMC3/SPG7/SWSAP1/TCP1/TDRD12/TDRD9/TOR3A/TOR4A/TRAP1/TWNK/VPS4A/WRNIP1/XRCC5/XRCC6/YTHDC2"
"oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor",0.240141451640223,"AKR1C1/AKR1C2/AKR1C3/BDH2/BLVRA/BLVRB/CYP2S1/DECR2/DHCR24/DUS1L/DUS2/DUS4L/MECR/PTGES2/PTGR1/PTGR2/PTGR3/SRD5A1/SRD5A3/TECR/TM7SF2"
"nucleosome binding",0.240141451640223,"ACTB/ACTL6A/ACTR6/CABIN1/EED/H1-0/H1-10/H1-2/H1-3/H1-6/H2AZ1/H3-5/HDAC1/HDAC2/HIRA/HMGA2/HMGN1/HMGN2/HMGN3/HMGN4/HMGN5/HP1BP3/MACROH2A1/MBD3/MLLT6/MTA2/NAP1L4/NOC2L/PARP1/PARP2/PWWP3A/RBBP4/RCC1/RNF169/RNF4/SAP30L/SMARCA1/SMARCA4/SMARCB1/SMARCD2/SSRP1/SUPT16H"
"carbohydrate transmembrane transporter activity",0.240141451640223,"ABCB11/AQP1/AQP10/AQP11/AQP3/AQP7/MFSD4A/MFSD4B/SLC17A5/SLC23A3/SLC2A10/SLC2A11/SLC2A14/SLC2A3/SLC2A4/SLC2A5/SLC2A6/SLC2A7/SLC2A8/SLC45A1/SLC45A3/SLC50A1/SLC5A10/SLC5A11/SLC5A2/SLC5A3/SLC5A9"
"acidic amino acid transmembrane transporter activity",0.240141451640223,"SLC17A7/SLC17A8/SLC1A1/SLC1A2/SLC1A3/SLC1A5/SLC1A7/SLC25A12/SLC25A18/SLC25A22/SLC38A6/SLC7A11/UCP2"
"proton-transporting ATP synthase activity, rotational mechanism",0.240141451640223,"ATP5F1A/ATP5F1B/ATP5F1C/ATP5F1D/ATP5F1E/ATP5F1EP2/ATP5ME/ATP5MF/ATP5MG/ATP5PB/ATP5PD/ATP5PF/ATP5PO"
"fatty acid derivative binding",0.240141451640223,"ACADL/ACADVL/ACBD4/ACBD6/ACBD7/ACOT7/DBI/ECI2/GCDH/HADHA/OXER1/SCP2/SOAT2"
"glucose transmembrane transporter activity",0.240141451640223,"MFSD4A/MFSD4B/SLC2A10/SLC2A11/SLC2A14/SLC2A3/SLC2A4/SLC2A5/SLC2A6/SLC2A7/SLC2A8/SLC45A1/SLC5A10/SLC5A11/SLC5A2/SLC5A3/SLC5A9"
"hexose transmembrane transporter activity",0.240141451640223,"MFSD4A/MFSD4B/SLC2A10/SLC2A11/SLC2A14/SLC2A3/SLC2A4/SLC2A5/SLC2A6/SLC2A7/SLC2A8/SLC45A1/SLC5A10/SLC5A11/SLC5A2/SLC5A3/SLC5A9"
"mRNA 5'-UTR binding",0.240141451640223,"CCT5/GNL3/IGF2BP3/MYH10/NCL/RPL26/RPL41/RPL5/RPS13/RPS14/RPS3A/RPS7/RSL1D1/SHMT1/SHMT2/SYNCRIP/UTP23"
"protein serine/threonine phosphatase inhibitor activity",0.240141451640223,"PABIR1/PABIR2/PPP1R11/PPP1R14A/PPP1R14B/PPP1R14C/PPP1R14D/PPP1R17/PPP1R1A/PPP1R8"
"mRNA methyltransferase activity",0.240141451640223,"CMTR2/METTL14/METTL16/METTL3/NSUN2/PCIF1/TMT1A/TRMT10C/TRMT61A/TRMT61B"
"pseudouridine synthase activity",0.240141451640223,"PUS1/PUS3/PUS7/PUSL1/RPUSD1/RPUSD2/RPUSD3/RPUSD4/TRUB1/TRUB2"
"glycerophospholipid flippase activity",0.240141451640223,"ABCA3/ABCB1/ATP10A/ATP10B/ATP11A/ATP11B/ATP8A2/ATP8B1/ATP8B2/MFSD2A"
"RNA endonuclease activity, producing 5'-phosphomonoesters",0.240684155229321,"APEX1/DBR1/DROSHA/ELAC1/ELAC2/ENDOV/EXO1/FEN1/NUDT12/PLD6/POP1/POP4/POP5/POP7/PRORP/RNASEH2A/RPP14/RPP21/RPP25/RPP30/RPP38/RPP40"
"nucleoside monophosphate kinase activity",0.267638210597264,"AK1/AK2/AK4/AK5/AK6/AK7/AK8/CARD11/CASK/CMPK1/CMPK2/DTYMK/GUK1/TJP2"
"acyl-CoA binding",0.267638210597264,"ACADL/ACADVL/ACBD4/ACBD6/ACBD7/ACOT7/DBI/ECI2/GCDH/HADHA/NAA80/PANK1/SCP2/SOAT2"
"RNA nuclease activity",0.267638210597264,"ANG/ANGEL1/ANKZF1/APEX1/CNOT6/CNOT7/CNOT8/CPSF3/DBR1/DIS3L/DIS3L2/DROSHA/ELAC1/ELAC2/ENDOG/ENDOV/ERI2/ERI3/EXD2/EXO1/EXOG/EXOSC2/EXOSC3/EXOSC5/EXOSC7/FEN1/INTS11/LACTB2/MBLAC1/NOB1/NOCT/NUDT12/PAN2/PARN/PIWIL2/PIWIL4/PLD6/PNLDC1/POLRMT/POP1/POP4/POP5/POP7/PPP1R8/PRORP/RCL1/REXO2/RIDA/RNASE1/RNASE2/RNASE3/RNASE6/RNASE7/RNASEH2A/RPP14/RPP21/RPP25/RPP30/RPP38/RPP40/SND1/TSEN2/TSEN34/USB1/XRN1/YBEY/ZC3H12A/ZC3H12B/ZC3H12D"
"signaling receptor complex adaptor activity",0.267638210597264,"CARD10/CD3E/CD3G/CRK/DOK2/FRS3/GAB2/GAB4/GNB1/GNB3/GNB5/GRB10/GRIP1/IRS1/IRS2/LAT/LDLRAP1/LRRK2/MAGI2/MMS19/NCK1/NCK2/NUP62/RGS14/ROPN1B/SH2B1/SH2B2/SHANK3/STAP1/TRADD/TRAT1"
"acyltransferase activity, transferring groups other than amino-acyl groups",0.267638210597264,"ABHD14B/ACAA1/ACAA2/ACAT1/ACAT2/ACSM1/ACSM3/ACSM4/ACSM5/AGPAT1/AGPAT2/AGPAT3/AGPAT5/ALAS2/ASPG/ATAT1/BAAT/BRD1/CASD1/CERS2/CERS3/CERS4/CLOCK/CPT1A/CPT1B/CPT1C/CPT2/CRAT/CREBBP/CROT/DBT/DGAT1/DLAT/ELOVL1/ELOVL4/ELP3/EP300/GCAT/GLYATL2/GNPAT/GNPNAT1/GPAM/GTF3C4/HADHA/HADHB/HAT1/HHAT/ING4/JADE1/JADE2/KAT14/KAT2A/KAT5/KAT6A/KAT7/KAT8/LCAT/LCLAT1/LIPT1/LIPT2/LPCAT1/LPCAT4/MBOAT2/MBOAT4/MCAT/MEAF6/NAA10/NAA16/NAA20/NAA40/NAA80/NAGS/NAT1/NAT10/NAT14/NAT9/NCOA1/NMT1/NMT2/OSGEP/OSGEPL1/OXSM/PAFAH1B2/PAFAH1B3/PAFAH2/PHF10/PIGW/PLAAT4/PLAAT5/PNPLA1/PNPLA4/PORCN/PRDX6/SAT2/SATL1/SCP2/SIRT1/SIRT4/SIRT7/SOAT2/SPTSSB/TADA2A/TAF1L/TAF9/TAFAZZIN/TGM2/ZDHHC1/ZDHHC11/ZDHHC11B/ZDHHC12/ZDHHC13/ZDHHC15/ZDHHC16/ZDHHC19/ZDHHC21/ZDHHC23/ZDHHC24/ZDHHC4/ZDHHC6/ZDHHC8"
"NF-kappaB binding",0.267638210597264,"CDK5RAP3/COMMD6/COMMD7/CPNE1/EP300/FAF1/FOXP3/HDAC1/HDAC2/HDAC3/NFKBIA/NOTCH2/NPM1/PDCD11/PSMA6/RNF25/SETD6/TAF4B/TP53BP2"
"DNA endonuclease activity",0.267638210597264,"ANKLE1/APEX1/APLF/DFFB/DNASE1L2/DNASE2/EME2/ENDOG/ENDOV/ERCC1/ERCC4/EXO1/EXOG/FEN1/MBD4/MRE11/MUS81/RAD50/RAD51C/RAG1/RPS3/SETMAR/SLX1B/XRCC1/ZRANB3"
"molecular sequestering activity",0.267638210597264,"C1R/CASTOR1/DDX56/GOPC/HSPBP1/IMPACT/INSIG2/LCN2/NFKBIA/PMEPA1/PRDX4/S100A7/SESN2/SLC39A4/SMAD6/SPI1/STAT3/TARBP2/TCN1/TMC8/TRIM15/TSSC4/XAF1/YWHAE/YWHAG"
"ATP-dependent protein folding chaperone",0.267638210597264,"CCT2/CCT3/CCT4/CCT5/CCT6A/CCT7/CCT8/CLPX/HSP90AA2P/HSP90AA4P/HSP90AA5P/HSP90AB1/HSP90AB2P/HSP90AB3P/HSPA14/HSPA1L/HSPA4/HSPA4L/HSPA6/HSPA7/HSPA8/HSPD1/HSPH1/TCP1/TRAP1"
"3'-5'-DNA exonuclease activity",0.267638210597264,"APEX1/APEX2/EXD2/EXO5/MRE11/POLD1/RAD1/RAD9A/REXO2/TATDN1/TREX2"
"ribosomal large subunit binding",0.267638210597264,"CPEB2/DHX33/EIF6/MALSU1/MRRF/MTRES1/MTRFR/NDUFAB1/NPM1/OLA1/RBM3"
"acylglycerol lipase activity",0.267638210597264,"ABHD1/ABHD12/ABHD12B/ABHD15/ABHD16A/ABHD3/ABHD6/DAGLA/DAGLB/FAAH/LIPE"
"single-stranded DNA endodeoxyribonuclease activity",0.267638210597264,"ENDOG/ERCC1/ERCC4/EXOG/MRE11/RAD50/SETMAR/XRCC1"
"RNA polymerase I activity",0.267638210597264,"POLR1B/POLR1D/POLR1H/POLR2E/POLR2F/POLR2H/POLR2K/POLR2L"
"TFIID-class transcription factor complex binding",0.267638210597264,"EDF1/ERCC1/ERCC4/FBL/RUVBL1/RUVBL2/TP53/ZNHIT6"
"prostaglandin receptor activity",0.267638210597264,"HPGD/PPARG/PTGDR/PTGDR2/PTGER2/PTGER3/PTGER4/PTGFR"
"nucleoside transmembrane transporter activity",0.267638210597264,"SLC25A26/SLC28A1/SLC28A2/SLC28A3/SLC29A1/SLC29A2/SLC29A3/SLC29A4"
"purine nucleobase transmembrane transporter activity",0.267638210597264,"SLC25A4/SLC25A5/SLC28A1/SLC28A2/SLC28A3/SLC29A1/SLC29A2/SLC29A3"
"chondroitin sulfate binding",0.267638210597264,"AGRN/ANXA6/DPYSL3/IMPG1/MDK/PTN/RTN4R/RTN4RL1"
"G-quadruplex DNA binding",0.267638210597264,"BLM/CNBP/DDX11/LONP1/NME2/PIF1/RAD50/XRN1"
"general transcription initiation factor activity",0.267638210597264,"BRF1/GTF2A1/GTF2A2/GTF2E1/GTF2E2/GTF2F1/GTF2F2/GTF2H3/GTF2H4/GTF3C1/GTF3C2/GTF3C3/GTF3C4/GTF3C5/GTF3C6/PAAF1/RRN3/SNAPC1/SNAPC2/SNAPC3/SNAPC5/TAF11/TAF1C/TAF1L/TAF3/TAF4/TAF4B/TAF6/TAF6L/TAF9/TBP/TBPL1/UBTF"
"phosphotransferase activity, for other substituted phosphate groups",0.272576434578858,"AASDHPPT/CDIPT/CEPT1/DPAGT1/FKRP/FKTN/GNPTG/PGS1/PIGF/PIGG/PIGN/PIGO/PTDSS1/PTDSS2/SAMD8"
"acid-thiol ligase activity",0.275099692582793,"AACS/AASDH/ACSF2/ACSL1/ACSL3/ACSL5/ACSL6/ACSM1/ACSM3/ACSM4/ACSM5/ACSS1/DIP2A/SLC27A1/SLC27A3/SLC27A4/SLC27A5/SUCLA2/SUCLG1/SUCLG2"
"glycosyltransferase activity",0.277640084284573,"A3GALT2/A4GNT/ABO/AGL/ALG1/ALG10B/ALG12/ALG13/ALG14/ALG1L2/ALG2/ALG3/ALG5/ALG6/ALG8/ALG9/APRT/ART4/B3GALNT1/B3GALNT2/B3GALT1/B3GALT2/B3GALT4/B3GALT6/B3GAT2/B3GAT3/B3GLCT/B3GNT3/B3GNT5/B3GNT9/B4GALNT4/B4GALT2/B4GALT3/B4GALT5/B4GALT6/B4GALT7/B4GAT1/C1GALT1C1/CHPF/CHSY3/COLGALT2/CSGALNACT2/DPAGT1/DPY19L1/DPY19L2/DPY19L2P2/DPY19L4/EXT1/EXT2/EXTL1/EXTL2/FUT10/FUT11/FUT2/FUT4/FUT5/FUT7/FUT8/GALNT12/GALNT14/GALNT16/GALNT18/GALNT5/GALNT6/GALNT8/GALNT9/GBA2/GCNT1/GCNT3/GCNT4/GCNT7/GLT8D1/GLT8D2/GXYLT2/GYG1/HAS3/HPRT1/LACC1/LARGE1/LARGE2/LFNG/MFNG/MGAT1/MGAT3/MGAT4A/MGAT4B/MTAP/NAMPT/OSTC/PARP1/PARP14/PARP16/PARP2/PARP3/PARP9/PGAP4/PIGA/PIGM/PIGP/PIGV/PIGZ/PLOD3/POFUT1/POGLUT1/POGLUT2/POGLUT3/POMGNT1/POMGNT2/POMT1/PPAT/PYGB/QPRT/QTRT1/RFNG/RPN1/RPN2/RXYLT1/SIRT4/ST3GAL3/ST3GAL5/ST6GAL1/ST6GAL2/ST6GALNAC1/ST6GALNAC4/ST6GALNAC6/ST8SIA1/ST8SIA6/STT3A/STT3B/TMTC1/TMTC3/TMTC4/UGCG/UGT2A3/UGT2B28/UGT3A1/UGT3A2/UMPS/UPP1/XXYLT1/XYLT2"
"protein phosphatase inhibitor activity",0.283609572582146,"BOD1/CABIN1/ELFN2/LMTK2/PABIR1/PABIR2/PHACTR1/PPME1/PPP1R11/PPP1R14A/PPP1R14B/PPP1R14C/PPP1R14D/PPP1R17/PPP1R1A/PPP1R26/PPP1R27/PPP1R2B/PPP1R2P1/PPP1R35/PPP1R36/PPP1R37/PPP1R8/PTN/SET/STYXL1/URI1"
"fatty-acyl-CoA binding",0.305802120695299,"ACADL/ACADVL/ACBD4/ACBD6/ACBD7/ACOT7/DBI/ECI2/GCDH/HADHA/SCP2/SOAT2"
"SUMO binding",0.305802120695299,"CASP8AP2/GCNA/HABP4/PELP1/PML/RNF4/SERBP1/SIMC1/SOBP/TDG/TOLLIP/UBA2"
"membrane insertase activity",0.305802120695299,"COX18/EMC1/EMC10/EMC4/EMC6/EMC7/EMC8/EMC9/GET3/MTCH2/OXA1L/TIMM9"
"gamma-tubulin binding",0.306084122186389,"ARHGEF7/B9D2/BLOC1S2/BRSK1/CDK5RAP2/CENPJ/CEP57/CEP57L1/CEP70/CIMAP3/DIXDC1/FEZ1/GIT1/OFD1/PDE4B/RAB11FIP5/RACGAP1/RAD51D/TUBGCP4/TUBGCP5/TUBGCP6/WASH6P"
"active transmembrane transporter activity",0.316007809417705,"ABCA1/ABCA13/ABCA3/ABCA6/ABCB1/ABCB10/ABCB11/ABCB4/ABCB6/ABCB7/ABCB8/ABCB9/ABCC1/ABCC10/ABCC11/ABCD2/ABCD3/ABCD4/ABCG1/ABCG2/ANKH/ATP13A1/ATP13A2/ATP1A2/ATP1A3/ATP2A3/ATP2C1/ATP2C2/ATP5F1B/ATP6V0A2/ATP6V0E1/ATP6V0E2/ATP6V1C2/ATP6V1D/ATP6V1E1/ATP6V1E2/ATP6V1F/ATP6V1G2/ATP6V1H/ATP7B/CDH17/CLCN7/COX15/COX4I1/COX5A/COX5B/COX6B1/COX7B/COX8A/CTNS/CYB561A3/CYB561D1/CYB561D2/CYB5A/CYBRD1/CYC1/GHITM/LETM1/MFSD12/MFSD2A/MFSD4B/MTCO2P12/NDUFA1/NDUFA10/NDUFA12/NDUFA2/NDUFA3/NDUFA4/NDUFA5/NDUFA6/NDUFA7/NDUFA8/NDUFB1/NDUFB10/NDUFB2/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFC1/NDUFC2/NDUFS1/NDUFS2/NDUFS3/NDUFS4/NDUFS5/NDUFS6/NDUFS7/NDUFS8/NDUFV1/NDUFV2/NDUFV3/SLC10A3/SLC10A4/SLC11A1/SLC12A2/SLC12A6/SLC12A7/SLC13A3/SLC13A4/SLC15A2/SLC16A1/SLC16A10/SLC16A11/SLC16A12/SLC16A13/SLC16A5/SLC16A7/SLC16A8/SLC16A9/SLC17A1/SLC17A3/SLC17A5/SLC17A7/SLC17A8/SLC17A9/SLC18A2/SLC18B1/SLC19A1/SLC1A1/SLC1A2/SLC1A3/SLC1A5/SLC1A7/SLC20A1/SLC20A2/SLC22A3/SLC22A5/SLC24A2/SLC25A1/SLC25A11/SLC25A12/SLC25A14/SLC25A15/SLC25A16/SLC25A17/SLC25A18/SLC25A19/SLC25A22/SLC25A23/SLC25A26/SLC25A4/SLC25A5/SLC25A6/SLC26A1/SLC26A11/SLC26A2/SLC26A3/SLC26A7/SLC26A8/SLC28A1/SLC28A2/SLC28A3/SLC29A1/SLC29A3/SLC29A4/SLC2A10/SLC2A13/SLC2A4/SLC30A1/SLC30A2/SLC30A3/SLC30A4/SLC30A5/SLC30A9/SLC34A3/SLC35A1/SLC35A3/SLC35B3/SLC35C1/SLC35C2/SLC35D1/SLC35D2/SLC35E1/SLC35E2B/SLC37A2/SLC37A4/SLC38A1/SLC38A4/SLC38A5/SLC38A7/SLC39A10/SLC39A14/SLC39A4/SLC39A5/SLC41A3/SLC44A2/SLC45A1/SLC45A3/SLC46A1/SLC46A2/SLC46A3/SLC4A1/SLC4A10/SLC4A2/SLC4A5/SLC4A9/SLC5A10/SLC5A11/SLC5A2/SLC5A3/SLC5A5/SLC5A9/SLC6A9/SLC7A11/SLC7A5/SLC7A6/SLC7A8/SLC7A9/SLC8A1/SLC8A2/SLC9A1/SLC9A3/SLC9A4/SLC9A5/SLC9A6/SLC9B1/SLC9B2/SLCO2B1/SLCO4A1/SURF1/TCIRG1/TMEM241/TOMM20/UCP2/UQCR10/UQCRC1/UQCRFS1/UQCRFS1P1/UQCRH"
"G protein-coupled chemoattractant receptor activity",0.317475127033387,"ACKR3/CCR10/CCR2/CCR3/CCR4/CCR5/CCR6/CCR7/CCR8/CCR9/CMKLR1/CX3CR1/CXCR3/CXCR5/CXCR6/GPR17/GPR35"
"chemokine receptor activity",0.317475127033387,"ACKR3/CCR10/CCR2/CCR3/CCR4/CCR5/CCR6/CCR7/CCR8/CCR9/CMKLR1/CX3CR1/CXCR3/CXCR5/CXCR6/GPR17/GPR35"
"deacetylase activity",0.317475127033387,"ADPRS/AMDHD2/CES2/ESD/HDAC1/HDAC10/HDAC11/HDAC2/HDAC3/HDAC4/HDAC6/HDAC7/MACROD1/MACROD2/MTA2/NDST2/NDST3/PIGL/SIRT1/SIRT3/SIRT4/SIRT7/YDJC"
"enoyl-CoA hydratase activity",0.325255222539168,"ECHDC3/ECHS1/EHHADH/HACD1/HACD2/HACD3/HADHA/HADHB/HSD17B4"
"histone H4K12 acetyltransferase activity",0.325255222539168,"BRD1/HAT1/ING4/JADE1/JADE2/KAT2A/KAT6A/KAT7/MEAF6"
"monosaccharide transmembrane transporter activity",0.33798905859932,"MFSD4A/MFSD4B/SLC23A3/SLC2A10/SLC2A11/SLC2A14/SLC2A3/SLC2A4/SLC2A5/SLC2A6/SLC2A7/SLC2A8/SLC45A1/SLC5A10/SLC5A11/SLC5A2/SLC5A3/SLC5A9"
"nucleosomal DNA binding",0.343002533579262,"ACTB/ACTL6A/H1-0/H1-10/H1-2/H1-3/H1-6/H2AZ1/H3-5/HDAC1/HDAC2/HMGA2/HMGN1/HMGN2/HMGN3/HMGN4/HMGN5/MACROH2A1/MBD3/MTA2/RBBP4/RCC1/SMARCA4/SMARCB1/SMARCD2"
"ubiquitin binding",0.367330343540728,"AMFR/ASCC2/AUP1/BIRC2/BUB3/CKS1B/CKS2/CUEDC2/DDI2/DHX16/DNAAF10/DNAJB2/FAAP20/FAF1/GGA2/GGA3/HDAC6/HSPB1/MAP3K7/MVB12A/NBR1/NEDD4/NOD2/NPLOC4/NUP62/OTUB1/PRKN/RAD23A/RBCK1/RNF8/RNFT1/SHARPIN/SMAD3/SMARCAD1/SPRTN/TNFAIP3/TOLLIP/TOM1/TOM1L2/TP53INP2/TRIM32/TSG101/UBAP1/UBAP1L/UBE2N/UBXN1/UBXN11/UBXN2A/UBXN8/USP13/USP5/VPS28/VPS36/WDR48/ZFAND2B"
"acetylglucosaminyltransferase activity",0.367330343540728,"A4GNT/ALG13/ALG14/B3GLCT/B3GNT3/B3GNT5/B4GAT1/EXT1/EXT2/EXTL1/EXTL2/GCNT1/GCNT3/GCNT4/GCNT7/LARGE1/LFNG/MFNG/MGAT1/MGAT3/MGAT4A/MGAT4B/PIGA/PIGP/POMGNT1/POMGNT2/RFNG"
"protein folding chaperone",0.367330343540728,"APLF/CCDC47/CCT2/CCT3/CCT4/CCT5/CCT6A/CCT7/CCT8/CLPX/DFFA/DNAJB1/DNAJB8/HSP90AA2P/HSP90AA4P/HSP90AA5P/HSP90AB1/HSP90AB2P/HSP90AB3P/HSPA14/HSPA1L/HSPA4/HSPA4L/HSPA6/HSPA7/HSPA8/HSPB1/HSPD1/HSPE1/HSPH1/LYRM7/PDCL3/PFDN1/PFDN2/RIC3/TCP1/TRAP1/ZMYND10"
"phosphatase inhibitor activity",0.376642604057347,"BOD1/CABIN1/ELFN2/LMTK2/PABIR1/PABIR2/PHACTR1/PPME1/PPP1R11/PPP1R14A/PPP1R14B/PPP1R14C/PPP1R14D/PPP1R17/PPP1R1A/PPP1R26/PPP1R27/PPP1R2B/PPP1R2P1/PPP1R35/PPP1R36/PPP1R37/PPP1R8/PTN/SET/STYX/STYXL1/URI1"
"ubiquitin-ubiquitin ligase activity",0.380562205646278,"AMFR/ANAPC11/PELI1/PPIL2/PRPF19/RBX1/STUB1/TRAF6/UBE2K/UBOX5"
"cyclin binding",0.391466272771559,"CDK12/CDK14/CDK15/CDK2/CDK3/CDK4/CDK5RAP3/CDKN1B/CIZ1/FBXO31/GPS2/HDAC3/INCA1/KLHDC9/MDFIC/PROCA1/PTCH1/RACK1/TNFAIP1/UBE3D/XRCC6"
